Record Type	Original Reference	Target Object	LaTeX Label	Command	Translation Location	Target Location	Status
target		section	sec:chap4-interface-stokes	label	tex/chapters/ch04-sec08.tex:2	tex/chapters/ch04-sec08.tex:2	defined
target		equation	eq:chap4-interface-generalized-stokes	label	tex/chapters/ch04-sec08.tex:19	tex/chapters/ch04-sec08.tex:19	defined
target		subsection	subsec:chap4-interface-existence-uniqueness	label	tex/chapters/ch04-sec08.tex:36	tex/chapters/ch04-sec08.tex:36	defined
target		theorem	thm:chap4-interface-wellposedness	label	tex/chapters/ch04-sec08.tex:41	tex/chapters/ch04-sec08.tex:41	defined
target		equation	eq:chap4-interface-stokes-source-jump	label	tex/chapters/ch04-sec08.tex:125	tex/chapters/ch04-sec08.tex:125	defined
target		equation	eq:chap4-interface-stress-jump	label	tex/chapters/ch04-sec08.tex:157	tex/chapters/ch04-sec08.tex:157	defined
target		subsection	subsec:chap4-interface-regularity	label	tex/chapters/ch04-sec08.tex:166	tex/chapters/ch04-sec08.tex:166	defined
target		theorem	thm:chap4-interface-piecewise-regularity	label	tex/chapters/ch04-sec08.tex:175	tex/chapters/ch04-sec08.tex:175	defined
target		equation	eq:chap4-interface-weak-formulation	label	tex/chapters/ch04-sec08.tex:201	tex/chapters/ch04-sec08.tex:201	defined
target		equation	eq:chap4-interface-local-stokes	label	tex/chapters/ch04-sec08.tex:219	tex/chapters/ch04-sec08.tex:219	defined
target		equation	eq:chap4-interface-tangential-identity	label	tex/chapters/ch04-sec08.tex:258	tex/chapters/ch04-sec08.tex:258	defined
target		equation	eq:chap4-interface-tangential-pressure	label	tex/chapters/ch04-sec08.tex:294	tex/chapters/ch04-sec08.tex:294	defined
reference	因此, 当 $\rho^n,v^n$ 已给定且 $\delta t$ 足够小时, 二元组 $(v^{n+1},p^{n+1})$ 是一个形式与\eqref{eq:chap4-interface-generalized-stokes}完全相同的系统的解.	equation	eq:chap4-interface-generalized-stokes	eqref	tex/chapters/ch04-sec08.tex:33	tex/chapters/ch04-sec08.tex:19	resolved
reference	设 $\Omega$ 是 $\mathbb R^d$ 中有界连通的 Lipschitz 区域. 假设 $\rho,\mu\in L^\infty(\Omega)$, 且 $\rho\geq0$ 以及 $\inf_\Omega\mu>0$; 则对任意 $f\in(H^{-1}(\Omega))^d$, 问题\eqref{eq:chap4-interface-generalized-stokes}存在唯一解	equation	eq:chap4-interface-generalized-stokes	eqref	tex/chapters/ch04-sec08.tex:42	tex/chapters/ch04-sec08.tex:19	resolved
reference	由 Korn 不等式 Lemma~\ref{lem:chap4-korn-inequality}, 推出对某个 $\alpha>0$ 有	lemma	lem:chap4-korn-inequality	ref	tex/chapters/ch04-sec08.tex:69	tex/chapters/ch04-sec07.tex:847	resolved
reference	在 $V$ 上连续, 因而 Lax--Milgram Theorem~\ref{thm:chap2-lax-milgram}表明问题	theorem	thm:chap2-lax-milgram	ref	tex/chapters/ch04-sec08.tex:77	tex/chapters/ch02-sec02.tex:68	resolved
reference	于是由 Theorem~\ref{thm:chap4-de-rham-hminusone}, 推出存在压力 $p\in L_0^2(\Omega)$, 使得 $(v,p)$ 解\eqref{eq:chap4-interface-generalized-stokes}. 此外, 因为 $\Omega$ 连通, 这个压力是唯一的.	theorem	thm:chap4-de-rham-hminusone	ref	tex/chapters/ch04-sec08.tex:86	tex/chapters/ch04-sec02.tex:84	resolved
reference	于是由 Theorem~\ref{thm:chap4-de-rham-hminusone}, 推出存在压力 $p\in L_0^2(\Omega)$, 使得 $(v,p)$ 解\eqref{eq:chap4-interface-generalized-stokes}. 此外, 因为 $\Omega$ 连通, 这个压力是唯一的.	equation	eq:chap4-interface-generalized-stokes	eqref	tex/chapters/ch04-sec08.tex:86	tex/chapters/ch04-sec08.tex:19	resolved
reference	因此, 由 Theorem~\ref{thm:chap4-interface-wellposedness}, 已知对任意给定的 $f_0\in(L^2(\Omega))^d$, 存在唯一二元组	theorem	thm:chap4-interface-wellposedness	ref	tex/chapters/ch04-sec08.tex:112	tex/chapters/ch04-sec08.tex:41	resolved
reference	在两个子域 $\Omega_1$ 和 $\Omega_2$ 上分别使用 Stokes 公式, 即 Lemma~\ref{lem:chap4-tensor-stokes-formula} 中的公式. 最终得到	lemma	lem:chap4-tensor-stokes-formula	ref	tex/chapters/ch04-sec08.tex:148	tex/chapters/ch04-sec03.tex:192	resolved
reference	现在要证明, 在适当假设下, 上一小节研究的解 $(v,p)$ 在每个子域 $\Omega_1$ 和 $\Omega_2$ 上都是光滑的. 一般而言, 显然不能期望解在 $\Omega$ 上整体光滑, 因为跳跃条件\eqref{eq:chap4-interface-stress-jump}意味着压力或速度梯度应当在 $S$ 上不连续. 以	equation	eq:chap4-interface-stress-jump	eqref	tex/chapters/ch04-sec08.tex:168	tex/chapters/ch04-sec08.tex:157	resolved
reference	假设 $\Omega,\Omega_1,\Omega_2$ 为 $C^{2,1}$ 类, 对 $i=1,2$ 有 $\mu_i\in W^{1,\infty}(\Omega_i)$, 并且 $j_S\in H^{1/2}(S)$; 则问题\eqref{eq:chap4-interface-stokes-source-jump}的解 $(v,p)$ 满足	equation	eq:chap4-interface-stokes-source-jump	eqref	tex/chapters/ch04-sec08.tex:176	tex/chapters/ch04-sec08.tex:125	resolved
reference	\item 令 $i\in\{1,2\}$, 首先研究解在 $\Omega_i$ 中的局部正则性. 对任意 $\widetilde\psi\in(H_0^1(\Omega_i))^d$, 由于 $\mu_i$ 是 Lipschitz 连续且不消失的, 可以在\eqref{eq:chap4-interface-weak-formulation}的第一个方程中取 $\psi=\mu_i^{-1}\widetilde\psi$ 作为测试函数.	equation	eq:chap4-interface-weak-formulation	eqref	tex/chapters/ch04-sec08.tex:206	tex/chapters/ch04-sec08.tex:201	resolved
reference	由于 $p_i\in L^2(\Omega_i)$, $v_i\in(H^1(\Omega_i))^d$, 且 $\mu_i$ 光滑, 可见这个问题中的源项属于 $L^2(\Omega_i)$, 因而 $(v_i,\mu_i^{-1}p_i)$ 解 $\Omega_i$ 中源项属于 $L^2$ 的通常 Stokes 问题. 因此, 可以应用 Theorem~\ref{thm:chap4-stokes-local-regularity}, 得到	theorem	thm:chap4-stokes-local-regularity	ref	tex/chapters/ch04-sec08.tex:221	tex/chapters/ch04-sec06.tex:21	resolved
reference	\item 现在证明\eqref{eq:chap4-interface-weak-formulation}的解 $(v,p)$ 直到边界和界面的切向正则性. 证明的大部分与标准 Stokes 问题相同; 这里只关注与界面有关的特殊项.	equation	eq:chap4-interface-weak-formulation	eqref	tex/chapters/ch04-sec08.tex:228	tex/chapters/ch04-sec08.tex:201	resolved
reference	考虑对两个区域 $\Omega_1$ 和 $\Omega_2$ 都以 $k=0$ 满足\eqref{eq:chap3-admissible-tangential-field}的任意向量场 $\theta$, 因而特别地, $\theta$ 与 $S$ 相切. 使用 Subsection~\ref{subsubsec:chap4-stokes-tangential-regularity} 中相同的记号. 由于 $\theta$ 与 $S$ 相切, $\theta$ 的流满足	equation	eq:chap3-admissible-tangential-field	eqref	tex/chapters/ch04-sec08.tex:230	tex/chapters/ch03-sec03.tex:541	resolved
reference	考虑对两个区域 $\Omega_1$ 和 $\Omega_2$ 都以 $k=0$ 满足\eqref{eq:chap3-admissible-tangential-field}的任意向量场 $\theta$, 因而特别地, $\theta$ 与 $S$ 相切. 使用 Subsection~\ref{subsubsec:chap4-stokes-tangential-regularity} 中相同的记号. 由于 $\theta$ 与 $S$ 相切, $\theta$ 的流满足	unknown	subsubsec:chap4-stokes-tangential-regularity	ref	tex/chapters/ch04-sec08.tex:230	tex/chapters/ch04-sec06.tex:354	resolved
reference	对 $\varphi\in(H_0^1(\Omega))^d$ 和 $\pi\in L^2(\Omega)$, 在\eqref{eq:chap4-interface-weak-formulation}中取	equation	eq:chap4-interface-weak-formulation	eqref	tex/chapters/ch04-sec08.tex:240	tex/chapters/ch04-sec08.tex:201	resolved
reference	右端除最后三项以外的所有项, 都可以与 Subsection~\ref{subsubsec:chap4-stokes-tangential-regularity} 中完全相同的方式估计, 另外使用 $\mu$ 是有界函数这一事实. 用 $T_1''(\varphi),T_2''(\varphi),T_3''(\varphi)$ 表示最后三项.	unknown	subsubsec:chap4-stokes-tangential-regularity	ref	tex/chapters/ch04-sec08.tex:260	tex/chapters/ch04-sec06.tex:354	resolved
reference	此外, 可以使用 Lemma~\ref{lem:chap4-boundary-tangential-difference}处理边界项 $T_2''$ 和 $T_3''$. 最终得到估计	lemma	lem:chap4-boundary-tangential-difference	ref	tex/chapters/ch04-sec08.tex:268	tex/chapters/ch04-sec07.tex:999	resolved
reference	由 Nečas 不等式 Theorem~\ref{thm:chap4-necas-inequality}, 可以推出	theorem	thm:chap4-necas-inequality	ref	tex/chapters/ch04-sec08.tex:288	tex/chapters/ch04-sec01.tex:45	resolved
reference	回到\eqref{eq:chap4-interface-tangential-identity}, 取 $\varphi=\delta_h^\theta v$, 使用 $\inf_\Omega\mu>0$ 以及 Korn 不等式, 最终得到	equation	eq:chap4-interface-tangential-identity	eqref	tex/chapters/ch04-sec08.tex:296	tex/chapters/ch04-sec08.tex:258	resolved
reference	而 $\delta_h^\theta p$ 的估计由\eqref{eq:chap4-interface-tangential-pressure}得到. 这就证明了 $v$ 和 $p$ 在每个子域 $\Omega_1$ 和 $\Omega_2$ 中的切向正则性.	equation	eq:chap4-interface-tangential-pressure	eqref	tex/chapters/ch04-sec08.tex:302	tex/chapters/ch04-sec08.tex:294	resolved
reference	\item 最后证明直到边界 $\partial\Omega$ 和界面 $S$ 的完全正则性. 为此, 回到\eqref{eq:chap4-interface-local-stokes}. 可以看到, 对固定的 $i\in\{1,2\}$, 二元组 $(v_i,\mu_i^{-1}p_i)$ 属于	equation	eq:chap4-interface-local-stokes	eqref	tex/chapters/ch04-sec08.tex:304	tex/chapters/ch04-sec08.tex:219	resolved
reference	并解右端属于 $(L^2(\Omega_i))^d$ 的标准 Stokes 问题. 因此, 可以应用与 Subsection~\ref{subsubsec:chap4-stokes-complete-boundary-regularity} 中完全相同的策略, 得到解直到边界的法向正则性. 注意, 因为 $\Omega_i$ 为 $C^{2,1}$ 类, 正如研究 Stokes--Neumann 问题时所注意到的那样(见 Subsection~\ref{subsec:chap4-stokes-neumann-regularity}末尾的讨论), 这个证明不使用解所满足的边界条件.	unknown	subsubsec:chap4-stokes-complete-boundary-regularity	ref	tex/chapters/ch04-sec08.tex:308	tex/chapters/ch04-sec06.tex:511	resolved
reference	并解右端属于 $(L^2(\Omega_i))^d$ 的标准 Stokes 问题. 因此, 可以应用与 Subsection~\ref{subsubsec:chap4-stokes-complete-boundary-regularity} 中完全相同的策略, 得到解直到边界的法向正则性. 注意, 因为 $\Omega_i$ 为 $C^{2,1}$ 类, 正如研究 Stokes--Neumann 问题时所注意到的那样(见 Subsection~\ref{subsec:chap4-stokes-neumann-regularity}末尾的讨论), 这个证明不使用解所满足的边界条件.	subsection	subsec:chap4-stokes-neumann-regularity	ref	tex/chapters/ch04-sec08.tex:308	tex/chapters/ch04-sec07.tex:315	resolved
unresolved	Chapter~VI	chap:source-vi		MBUnresolvedReference	tex/chapters/ch04-sec08.tex:21		needs-review
