PDF Page	Printed Page	Source Scope	Translation Target	Coverage	Verification
480	470	Section 2 opening, penalty-method motivation, penalised Navier--Stokes problem VII.21	tex/chapters/ch07-sec02.tex	covered	Compared against rendered source page and retained in source order without omission
481	471	Figure VII.2, Cartesian-mesh discussion, applications, WKB strategy	tex/chapters/ch07-sec02.tex	covered	Compared against rendered source page and retained in source order without omission
482	472	Section 2.1 opening, exact and penalised one-dimensional problems VII.22--VII.23	tex/chapters/ch07-sec02.tex	covered	Compared against rendered source page and retained in source order without omission
483	473	Exact coefficients VII.24--VII.26 and leading asymptotic terms	tex/chapters/ch07-sec02.tex	covered	Compared against rendered source page and retained in source order without omission
484	474	Boundary-layer asymptotics, norm estimates, Figures VII.3--VII.4	tex/chapters/ch07-sec02.tex	covered	Compared against rendered source page and retained in source order without omission
485	475	Numerical interpretation, Remark VII.2.1, concluding comparison with Neumann behavior	tex/chapters/ch07-sec02.tex	covered	Compared against rendered source page and retained in source order without omission
486	476	Section 2.2 opening, domain geometry, Reynolds-number discussion, statement setup	tex/chapters/ch07-sec02.tex	covered	Compared against rendered source page and retained in source order without omission
487	477	Figure VII.5, Proposition VII.2.1, regularity VII.27	tex/chapters/ch07-sec02.tex	covered	Compared against rendered source page and retained in source order without omission
488	478	Theorem VII.2.2 and opening of Theorem VII.2.3, data and error estimates	tex/chapters/ch07-sec02.tex	covered	Compared against rendered source page and retained in source order without omission
489	479	Conclusion of Theorem VII.2.3, Remark VII.2.2, Section 2.3 and problem VII.28	tex/chapters/ch07-sec02.tex	covered	Compared against rendered source page and retained in source order without omission
490	480	Transmission system VII.29 and Remark VII.2.3 weak-form justification	tex/chapters/ch07-sec02.tex	covered	Compared against rendered source page and retained in source order without omission
491	481	Completion of transmission proof, ansatz VII.30 and decay condition VII.31	tex/chapters/ch07-sec02.tex	covered	Compared against rendered source page and retained in source order without omission
492	482	Profile differential identities VII.32 and opening of profile equations VII.33--VII.34	tex/chapters/ch07-sec02.tex	covered	Compared against rendered source page and retained in source order without omission
493	483	Orders minus one through one of obstacle momentum expansion, VII.34--VII.39	tex/chapters/ch07-sec02.tex	covered	Compared against rendered source page and retained in source order without omission
494	484	Divergence and fluid expansions, VII.40--VII.48	tex/chapters/ch07-sec02.tex	covered	Compared against rendered source page and retained in source order without omission
495	485	Fluid order two and transmission expansions VII.49--VII.54; formal resolution opening	tex/chapters/ch07-sec02.tex	covered	Compared against rendered source page and retained in source order without omission
496	486	Determination of q minus one, W-bar-one, and W-zero, VII.55--VII.57	tex/chapters/ch07-sec02.tex	covered	Compared against rendered source page and retained in source order without omission
497	487	Determination of V-zero and first boundary profile, Remark VII.2.4, VII.58--VII.61	tex/chapters/ch07-sec02.tex	covered	Compared against rendered source page and retained in source order without omission
498	488	Boundary pressure, w-one extension, and q-zero/W-bar-two, VII.62--VII.65	tex/chapters/ch07-sec02.tex	covered	Compared against rendered source page and retained in source order without omission
499	489	V-one system and W-tilde-two/q-tilde-one analysis, VII.66--VII.68	tex/chapters/ch07-sec02.tex	covered	Compared against rendered source page and retained in source order without omission
500	490	Tangential W-tilde-two ODE and explicit profile, VII.69--VII.71	tex/chapters/ch07-sec02.tex	covered	Compared against rendered source page and retained in source order without omission
501	491	V-two and p-two system, Remark VII.2.5, q-bar-one equations VII.72--VII.73	tex/chapters/ch07-sec02.tex	covered	Compared against rendered source page and retained in source order without omission
502	492	Section 2.4 opening, W-tilde-one regularity VII.74--VII.75, Proposition VII.2.4 opening	tex/chapters/ch07-sec02.tex	covered	Compared against rendered source page and retained in source order without omission
503	493	Proposition VII.2.4 statement VII.76--VII.77 and lifting construction	tex/chapters/ch07-sec02.tex	covered	Compared against rendered source page and retained in source order without omission
504	494	Upsilon-one, Z-one, and Q-one estimates VII.78--VII.80; negative-time construction	tex/chapters/ch07-sec02.tex	covered	Compared against rendered source page and retained in source order without omission
