Record Type	Original Reference	Target Object	LaTeX Label	Command	Translation Location	Target Location	Status
target		chapter	chap:nonhomogeneous-fluids	label	tex/chapters/ch06-sec01.tex:3	tex/chapters/ch06-sec01.tex:3	defined
target		equation	eq:chap6-transport-equation	label	tex/chapters/ch06-sec01.tex:42	tex/chapters/ch06-sec01.tex:42	defined
target		section	sec:chap6-weak-transport	label	tex/chapters/ch06-sec01.tex:75	tex/chapters/ch06-sec01.tex:75	defined
target		definition	def:chap6-positive-negative-parts	label	tex/chapters/ch06-sec01.tex:80	tex/chapters/ch06-sec01.tex:80	defined
target		subsection	subsec:chap6-transport-setting	label	tex/chapters/ch06-sec01.tex:92	tex/chapters/ch06-sec01.tex:92	defined
target		equation	eq:chap6-linear-transport-reaction	label	tex/chapters/ch06-sec01.tex:98	tex/chapters/ch06-sec01.tex:98	defined
target		equation	eq:chap6-transport-initial-boundary	label	tex/chapters/ch06-sec01.tex:108	tex/chapters/ch06-sec01.tex:108	defined
target		equation	eq:chap6-transport-c-assumption	label	tex/chapters/ch06-sec01.tex:113	tex/chapters/ch06-sec01.tex:113	defined
target		equation	eq:chap6-transport-v-assumption	label	tex/chapters/ch06-sec01.tex:115	tex/chapters/ch06-sec01.tex:115	defined
target		equation	eq:chap6-transport-negative-assumption	label	tex/chapters/ch06-sec01.tex:117	tex/chapters/ch06-sec01.tex:117	defined
target		equation	eq:chap6-transport-div-positive-assumption	label	tex/chapters/ch06-sec01.tex:119	tex/chapters/ch06-sec01.tex:119	defined
target		remark	rem:chap6-transport-general-equation	label	tex/chapters/ch06-sec01.tex:122	tex/chapters/ch06-sec01.tex:122	defined
target		definition	def:chap6-transport-weak-solution	label	tex/chapters/ch06-sec01.tex:149	tex/chapters/ch06-sec01.tex:149	defined
target		subsection	subsec:chap6-trace-renormalization	label	tex/chapters/ch06-sec01.tex:164	tex/chapters/ch06-sec01.tex:164	defined
target		theorem	thm:chap6-trace-renormalization	label	tex/chapters/ch06-sec01.tex:169	tex/chapters/ch06-sec01.tex:169	defined
target		equation	eq:chap6-trace-green-formula	label	tex/chapters/ch06-sec01.tex:184	tex/chapters/ch06-sec01.tex:184	defined
target		equation	eq:chap6-renormalization-formula	label	tex/chapters/ch06-sec01.tex:201	tex/chapters/ch06-sec01.tex:201	defined
target		remark	rem:chap6-piecewise-renormalization	label	tex/chapters/ch06-sec01.tex:213	tex/chapters/ch06-sec01.tex:213	defined
target		remark	rem:chap6-transport-source-term	label	tex/chapters/ch06-sec01.tex:216	tex/chapters/ch06-sec01.tex:216	defined
target		lemma	lem:chap6-smooth-absolute-value	label	tex/chapters/ch06-sec01.tex:226	tex/chapters/ch06-sec01.tex:226	defined
target		equation	eq:chap6-mollified-transport	label	tex/chapters/ch06-sec01.tex:260	tex/chapters/ch06-sec01.tex:260	defined
target		equation	eq:chap6-mollified-linfty-bound	label	tex/chapters/ch06-sec01.tex:274	tex/chapters/ch06-sec01.tex:274	defined
target		equation	eq:chap6-mollified-square-weak-star	label	tex/chapters/ch06-sec01.tex:293	tex/chapters/ch06-sec01.tex:293	defined
target		equation	eq:chap6-mollified-difference	label	tex/chapters/ch06-sec01.tex:311	tex/chapters/ch06-sec01.tex:311	defined
target		equation	eq:chap6-renormalized-mollified-difference	label	tex/chapters/ch06-sec01.tex:327	tex/chapters/ch06-sec01.tex:327	defined
target		equation	eq:chap6-cauchy-pre-boundary-cutoff	label	tex/chapters/ch06-sec01.tex:396	tex/chapters/ch06-sec01.tex:396	defined
target		equation	eq:chap6-cauchy-boundary-cutoff	label	tex/chapters/ch06-sec01.tex:429	tex/chapters/ch06-sec01.tex:429	defined
target		equation	eq:chap6-square-mollified-difference	label	tex/chapters/ch06-sec01.tex:497	tex/chapters/ch06-sec01.tex:497	defined
target		equation	eq:chap6-boundary-trace-identity	label	tex/chapters/ch06-sec01.tex:510	tex/chapters/ch06-sec01.tex:510	defined
target		equation	eq:chap6-sign-boundary-approximation	label	tex/chapters/ch06-sec01.tex:521	tex/chapters/ch06-sec01.tex:521	defined
target		equation	eq:chap6-trace-cauchy-estimate	label	tex/chapters/ch06-sec01.tex:535	tex/chapters/ch06-sec01.tex:535	defined
target		corollary	cor:chap6-piecewise-renormalization	label	tex/chapters/ch06-sec01.tex:595	tex/chapters/ch06-sec01.tex:595	defined
target		remark	rem:chap6-space-time-smoothing	label	tex/chapters/ch06-sec01.tex:661	tex/chapters/ch06-sec01.tex:661	defined
target		subsection	subsec:chap6-transport-initial-boundary-problem	label	tex/chapters/ch06-sec01.tex:717	tex/chapters/ch06-sec01.tex:717	defined
target		theorem	thm:chap6-transport-wellposedness	label	tex/chapters/ch06-sec01.tex:722	tex/chapters/ch06-sec01.tex:722	defined
target		equation	eq:chap6-transport-linfty-interior	label	tex/chapters/ch06-sec01.tex:739	tex/chapters/ch06-sec01.tex:739	defined
target		equation	eq:chap6-transport-linfty-trace	label	tex/chapters/ch06-sec01.tex:742	tex/chapters/ch06-sec01.tex:742	defined
target		equation	eq:chap6-transport-linfty-estimates	label	tex/chapters/ch06-sec01.tex:744	tex/chapters/ch06-sec01.tex:744	defined
target		equation	eq:chap6-transport-alpha	label	tex/chapters/ch06-sec01.tex:755	tex/chapters/ch06-sec01.tex:755	defined
target		equation	eq:chap6-transport-uniqueness-identity	label	tex/chapters/ch06-sec01.tex:768	tex/chapters/ch06-sec01.tex:768	defined
target		equation	eq:chap6-parabolic-approximation-weak	label	tex/chapters/ch06-sec01.tex:807	tex/chapters/ch06-sec01.tex:807	defined
target		equation	eq:chap6-parabolic-energy-bounds	label	tex/chapters/ch06-sec01.tex:819	tex/chapters/ch06-sec01.tex:819	defined
target		equation	eq:chap6-parabolic-outflow-bound	label	tex/chapters/ch06-sec01.tex:824	tex/chapters/ch06-sec01.tex:824	defined
target		equation	eq:chap6-parabolic-energy-identity	label	tex/chapters/ch06-sec01.tex:849	tex/chapters/ch06-sec01.tex:849	defined
target		lemma	lem:chap6-parabolic-linfty-bound	label	tex/chapters/ch06-sec01.tex:864	tex/chapters/ch06-sec01.tex:864	defined
target		proposition	prop:chap6-positive-lower-bound	label	tex/chapters/ch06-sec01.tex:957	tex/chapters/ch06-sec01.tex:957	defined
target		subsection	subsec:chap6-transport-stability	label	tex/chapters/ch06-sec01.tex:972	tex/chapters/ch06-sec01.tex:972	defined
target		theorem	thm:chap6-transport-stability	label	tex/chapters/ch06-sec01.tex:977	tex/chapters/ch06-sec01.tex:977	defined
target		equation	eq:chap6-stability-transport-problem	label	tex/chapters/ch06-sec01.tex:990	tex/chapters/ch06-sec01.tex:990	defined
target		equation	eq:chap6-stability-velocity	label	tex/chapters/ch06-sec01.tex:999	tex/chapters/ch06-sec01.tex:999	defined
target		equation	eq:chap6-stability-divergence	label	tex/chapters/ch06-sec01.tex:1002	tex/chapters/ch06-sec01.tex:1002	defined
target		equation	eq:chap6-stability-normal-trace	label	tex/chapters/ch06-sec01.tex:1005	tex/chapters/ch06-sec01.tex:1005	defined
target		equation	eq:chap6-stability-reaction	label	tex/chapters/ch06-sec01.tex:1007	tex/chapters/ch06-sec01.tex:1007	defined
