Record Type	Original Reference	Target Object	LaTeX Label	Command	Translation Location	Target Location	Status
target		section	sec:chap4-gradient-fields	label	tex/chapters/ch04-sec02.tex:2	tex/chapters/ch04-sec02.tex:2	defined
target		definition	def:chap4-annihilator	label	tex/chapters/ch04-sec02.tex:12	tex/chapters/ch04-sec02.tex:12	defined
target		remark	rem:chap4-annihilator-properties	label	tex/chapters/ch04-sec02.tex:21	tex/chapters/ch04-sec02.tex:21	defined
target		theorem	thm:chap4-gradient-image-closed	label	tex/chapters/ch04-sec02.tex:31	tex/chapters/ch04-sec02.tex:31	defined
target		theorem	thm:chap4-de-rham-hminusone	label	tex/chapters/ch04-sec02.tex:84	tex/chapters/ch04-sec02.tex:84	defined
target		theorem	thm:chap4-de-rham	label	tex/chapters/ch04-sec02.tex:131	tex/chapters/ch04-sec02.tex:131	defined
target		theorem	thm:chap4-de-rham-distributions	label	tex/chapters/ch04-sec02.tex:195	tex/chapters/ch04-sec02.tex:195	defined
reference	\begin{Proof}[Theorem~\ref{thm:chap4-gradient-image-closed}]	theorem	thm:chap4-gradient-image-closed	ref	tex/chapters/ch04-sec02.tex:51	tex/chapters/ch04-sec02.tex:31	resolved
reference	现在应用 Nečas 不等式 (Theorem~\ref{thm:chap4-necas-inequality}) 和 Poincaré 不等式 (Proposition~\ref{prop:chap4-hminusone-poincare}), 得到	theorem	thm:chap4-necas-inequality	ref	tex/chapters/ch04-sec02.tex:57	tex/chapters/ch04-sec01.tex:45	resolved
reference	现在应用 Nečas 不等式 (Theorem~\ref{thm:chap4-necas-inequality}) 和 Poincaré 不等式 (Proposition~\ref{prop:chap4-hminusone-poincare}), 得到	proposition	prop:chap4-hminusone-poincare	ref	tex/chapters/ch04-sec02.tex:57	tex/chapters/ch04-sec01.tex:496	resolved
reference	因此, 若 $k_1<k_2$, 则函数 $q_{k_1}-q_{k_2}$ 在 $\Omega_{k_1}$ 上为零. 事实上, 该函数的分布梯度为零 (因为 $f|_{\Omega_{k_1}}=\nabla q_{k_1}$ 且 $f|_{\Omega_{k_2}}=\nabla q_{k_2}$), 所以根据 Lemma~\ref{lem:chap2-zero-gradient-distribution-constant}, 它是常数. 然而, $q_{k_1}$ 和 $q_{k_2}$ 在 $\Omega_1$ 上的均值都为零, 因而这个常数必为零.	lemma	lem:chap2-zero-gradient-distribution-constant	ref	tex/chapters/ch04-sec02.tex:77	tex/chapters/ch02-sec02.tex:989	resolved
reference	由 Definition~\ref{def:chap4-annihilator}, 要证明的定理断言: 若 $f\in Z^\perp$, 则 $f\in Y$. 然而, Theorem~\ref{thm:chap4-gradient-image-closed} 表明 $Y$ 是自反空间 $(H^{-1}(\Omega))^d$ 的闭子空间, 因而由 Remark~\ref{rem:chap4-annihilator-properties} 有 $Y^{\perp\perp}=Y$. 所以只需证明包含关系 $Y^\perp\subset Z$ (另一个包含关系显然成立).	definition	def:chap4-annihilator	ref	tex/chapters/ch04-sec02.tex:108	tex/chapters/ch04-sec02.tex:12	resolved
reference	由 Definition~\ref{def:chap4-annihilator}, 要证明的定理断言: 若 $f\in Z^\perp$, 则 $f\in Y$. 然而, Theorem~\ref{thm:chap4-gradient-image-closed} 表明 $Y$ 是自反空间 $(H^{-1}(\Omega))^d$ 的闭子空间, 因而由 Remark~\ref{rem:chap4-annihilator-properties} 有 $Y^{\perp\perp}=Y$. 所以只需证明包含关系 $Y^\perp\subset Z$ (另一个包含关系显然成立).	theorem	thm:chap4-gradient-image-closed	ref	tex/chapters/ch04-sec02.tex:108	tex/chapters/ch04-sec02.tex:31	resolved
reference	由 Definition~\ref{def:chap4-annihilator}, 要证明的定理断言: 若 $f\in Z^\perp$, 则 $f\in Y$. 然而, Theorem~\ref{thm:chap4-gradient-image-closed} 表明 $Y$ 是自反空间 $(H^{-1}(\Omega))^d$ 的闭子空间, 因而由 Remark~\ref{rem:chap4-annihilator-properties} 有 $Y^{\perp\perp}=Y$. 所以只需证明包含关系 $Y^\perp\subset Z$ (另一个包含关系显然成立).	remark	rem:chap4-annihilator-properties	ref	tex/chapters/ch04-sec02.tex:108	tex/chapters/ch04-sec02.tex:21	resolved
reference	现在可以证明 Theorem~\ref{thm:chap4-de-rham-hminusone} 的一个更强版本, 它在更弱的假设下给出相同结论. 事实上, 现在可以假设 $f$ 在 $(\mathcal D(\Omega))^d$ 中的无散度测试函数上为零, 而不再要求它在 $(H_0^1(\Omega))^d$ 的所有无散度函数上为零.	theorem	thm:chap4-de-rham-hminusone	ref	tex/chapters/ch04-sec02.tex:128	tex/chapters/ch04-sec02.tex:84	resolved
reference	所以由 Theorem~\ref{thm:chap4-de-rham-hminusone}, $f|_{\Omega_n}$ 作为 $(H^{-1}(\Omega_n))^d$ 的元素, 是某个函数 $p_n\in L^2(\Omega_n)$ 的梯度. 此外, 对所有 $n$, $p_{n+1}$ 在 $\Omega_n$ 上的限制与 $p_n$ 具有相同梯度, 因而 $p_{n+1}-p_n$ 在 $\Omega_n$ 中是常函数; 可以选取 $p_{n+1}$, 使这个常数为零.	theorem	thm:chap4-de-rham-hminusone	ref	tex/chapters/ch04-sec02.tex:154	tex/chapters/ch04-sec02.tex:84	resolved
reference	还需证明 $p$ 的确属于 $L^2(\Omega)$. 为此, 使用 Lemma~\ref{lem:chap3-lipschitz-locally-star-shaped}. 于是可以写成	lemma	lem:chap3-lipschitz-locally-star-shaped	ref	tex/chapters/ch04-sec02.tex:163	tex/chapters/ch03-sec01.tex:407	resolved
reference	对所有 $u_i\in(H_0^1(\omega_i))^d$ 都有这个结果, 因而可以应用 Theorem~\ref{thm:chap4-de-rham-hminusone}, 得知 $f=\nabla p_i$, 其中 $p_i\in L^2(\omega_i)$. 与第一步一样, 显然 $p-p_i$ 是常数, 并且可以选取这个常数为零. 因此已经证明	theorem	thm:chap4-de-rham-hminusone	ref	tex/chapters/ch04-sec02.tex:183	tex/chapters/ch04-sec02.tex:84	resolved
unresolved	[49]	bib:de-rham-general		MBUnresolvedReference	tex/chapters/ch04-sec02.tex:192		needs-review
unresolved	[111, 112, 124]	bib:de-rham-related		MBUnresolvedReference	tex/chapters/ch04-sec02.tex:192		needs-review
