PDF Page	Printed Page	Source Scope	Translation Target	Coverage	Verification
147	135	Chapter III source page 135	tex/chapters/ch03-sec02.tex	covered	Boundary page includes the end of Section 1 already accepted in ch03-sec01; Section 2 heading and opening are covered here
148	136	Chapter III source page 136	tex/chapters/ch03-sec02.tex	covered	Page included in the Section 2 fidelity review; exposition, proof steps, numbered objects, and numbered formulae checked against the extracted source
149	137	Chapter III source page 137	tex/chapters/ch03-sec02.tex	covered	Page included in the Section 2 fidelity review; exposition, proof steps, numbered objects, and numbered formulae checked against the extracted source
150	138	Chapter III source page 138	tex/chapters/ch03-sec02.tex	covered	Page included in the Section 2 fidelity review; exposition, proof steps, numbered objects, and numbered formulae checked against the extracted source
151	139	Chapter III source page 139	tex/chapters/ch03-sec02.tex	covered	Page included in the Section 2 fidelity review; exposition, proof steps, numbered objects, and numbered formulae checked against the extracted source
152	140	Chapter III source page 140	tex/chapters/ch03-sec02.tex	covered	Page included in the Section 2 fidelity review; exposition, proof steps, numbered objects, and numbered formulae checked against the extracted source
153	141	Chapter III source page 141	tex/chapters/ch03-sec02.tex	covered	Page included in the Section 2 fidelity review; exposition, proof steps, numbered objects, and numbered formulae checked against the extracted source
154	142	Chapter III source page 142	tex/chapters/ch03-sec02.tex	covered	Page included in the Section 2 fidelity review; exposition, proof steps, numbered objects, and numbered formulae checked against the extracted source
155	143	Chapter III source page 143	tex/chapters/ch03-sec02.tex	covered	Page included in the Section 2 fidelity review; exposition, proof steps, numbered objects, and numbered formulae checked against the extracted source
156	144	Chapter III source page 144	tex/chapters/ch03-sec02.tex	covered	Page included in the Section 2 fidelity review; exposition, proof steps, numbered objects, and numbered formulae checked against the extracted source
157	145	Chapter III source page 145	tex/chapters/ch03-sec02.tex	covered	Page included in the Section 2 fidelity review; exposition, proof steps, numbered objects, and numbered formulae checked against the extracted source
158	146	Chapter III source page 146	tex/chapters/ch03-sec02.tex	covered	Page included in the Section 2 fidelity review; exposition, proof steps, numbered objects, and numbered formulae checked against the extracted source
159	147	Chapter III source page 147	tex/chapters/ch03-sec02.tex	covered	Page included in the Section 2 fidelity review; exposition, proof steps, numbered objects, and numbered formulae checked against the extracted source
160	148	Chapter III source page 148	tex/chapters/ch03-sec02.tex	covered	Page included in the Section 2 fidelity review; exposition, proof steps, numbered objects, and numbered formulae checked against the extracted source
161	149	Chapter III source page 149	tex/chapters/ch03-sec02.tex	covered	Page included in the Section 2 fidelity review; exposition, proof steps, numbered objects, and numbered formulae checked against the extracted source
162	150	Chapter III source page 150	tex/chapters/ch03-sec02.tex	covered	Page included in the Section 2 fidelity review; exposition, proof steps, numbered objects, and numbered formulae checked against the extracted source
163	151	Chapter III source page 151	tex/chapters/ch03-sec02.tex	covered	Page included in the Section 2 fidelity review; exposition, proof steps, numbered objects, and numbered formulae checked against the extracted source
164	152	Chapter III source page 152	tex/chapters/ch03-sec02.tex	covered	Page included in the Section 2 fidelity review; exposition, proof steps, numbered objects, and numbered formulae checked against the extracted source
165	153	Chapter III source page 153	tex/chapters/ch03-sec02.tex	covered	Page included in the Section 2 fidelity review; exposition, proof steps, numbered objects, and numbered formulae checked against the extracted source
166	154	Chapter III source page 154	tex/chapters/ch03-sec02.tex	covered	Page included in the Section 2 fidelity review; exposition, proof steps, numbered objects, and numbered formulae checked against the extracted source
167	155	Chapter III source page 155	tex/chapters/ch03-sec02.tex	covered	Page included in the Section 2 fidelity review; exposition, proof steps, numbered objects, and numbered formulae checked against the extracted source
168	156	Chapter III source page 156	tex/chapters/ch03-sec02.tex	covered	Page included in the Section 2 fidelity review; exposition, proof steps, numbered objects, and numbered formulae checked against the extracted source
169	157	Chapter III source page 157	tex/chapters/ch03-sec02.tex	covered	Page included in the Section 2 fidelity review; exposition, proof steps, numbered objects, and numbered formulae checked against the extracted source
170	158	Chapter III source page 158	tex/chapters/ch03-sec02.tex	covered	Page included in the Section 2 fidelity review; exposition, proof steps, numbered objects, and numbered formulae checked against the extracted source
171	159	Chapter III source page 159	tex/chapters/ch03-sec02.tex	covered	Page included in the Section 2 fidelity review; exposition, proof steps, numbered objects, and numbered formulae checked against the extracted source
