Record Type	Original Reference	Target Object	LaTeX Label	Command	Translation Location	Target Location	Status
target		section	sec:chap5-strong-solutions	label	tex/chapters/ch05-sec02.tex:3	tex/chapters/ch05-sec02.tex:3	defined
target		theorem	thm:chap5-strong-solutions	label	tex/chapters/ch05-sec02.tex:14	tex/chapters/ch05-sec02.tex:14	defined
target		equation	eq:chap5-strong-energy-equality	label	tex/chapters/ch05-sec02.tex:31	tex/chapters/ch05-sec02.tex:31	defined
target		theorem	thm:chap5-global-strong-small-data	label	tex/chapters/ch05-sec02.tex:49	tex/chapters/ch05-sec02.tex:49	defined
target		theorem	thm:chap5-uniform-strong-bound	label	tex/chapters/ch05-sec02.tex:62	tex/chapters/ch05-sec02.tex:62	defined
target		subsection	subsec:chap5-strong-new-estimates	label	tex/chapters/ch05-sec02.tex:70	tex/chapters/ch05-sec02.tex:70	defined
target		equation	eq:chap5-strong-galerkin-problem	label	tex/chapters/ch05-sec02.tex:78	tex/chapters/ch05-sec02.tex:78	defined
target		equation	eq:chap5-strong-master-estimate	label	tex/chapters/ch05-sec02.tex:137	tex/chapters/ch05-sec02.tex:137	defined
target		subsection	subsec:chap5-strong-two-dimensional	label	tex/chapters/ch05-sec02.tex:142	tex/chapters/ch05-sec02.tex:142	defined
target		subsection	subsec:chap5-strong-two-dimensional-existence	label	tex/chapters/ch05-sec02.tex:145	tex/chapters/ch05-sec02.tex:145	defined
target		equation	eq:chap5-strong-basic-energy	label	tex/chapters/ch05-sec02.tex:153	tex/chapters/ch05-sec02.tex:153	defined
target		equation	eq:chap5-strong-two-dimensional-estimate	label	tex/chapters/ch05-sec02.tex:161	tex/chapters/ch05-sec02.tex:161	defined
target		equation	eq:chap5-strong-two-dimensional-integrated	label	tex/chapters/ch05-sec02.tex:175	tex/chapters/ch05-sec02.tex:175	defined
target		equation	eq:chap5-strong-initial-projection	label	tex/chapters/ch05-sec02.tex:181	tex/chapters/ch05-sec02.tex:181	defined
target		subsection	subsec:chap5-strong-uniform-time-bound	label	tex/chapters/ch05-sec02.tex:240	tex/chapters/ch05-sec02.tex:240	defined
target		subsection	subsec:chap5-strong-three-dimensional	label	tex/chapters/ch05-sec02.tex:282	tex/chapters/ch05-sec02.tex:282	defined
target		equation	eq:chap5-strong-three-dimensional-estimate	label	tex/chapters/ch05-sec02.tex:290	tex/chapters/ch05-sec02.tex:290	defined
target		subsection	subsec:chap5-strong-three-dimensional-general	label	tex/chapters/ch05-sec02.tex:295	tex/chapters/ch05-sec02.tex:295	defined
target		equation	eq:chap5-strong-lifetime	label	tex/chapters/ch05-sec02.tex:308	tex/chapters/ch05-sec02.tex:308	defined
target		proposition	prop:chap5-strong-three-dimensional-galerkin-bounds	label	tex/chapters/ch05-sec02.tex:321	tex/chapters/ch05-sec02.tex:321	defined
target		equation	eq:chap5-strong-three-dimensional-h2-bounds	label	tex/chapters/ch05-sec02.tex:327	tex/chapters/ch05-sec02.tex:327	defined
target		proposition	prop:chap5-strong-nonlinear-l2-bound	label	tex/chapters/ch05-sec02.tex:334	tex/chapters/ch05-sec02.tex:334	defined
target		equation	eq:chap5-strong-nonlinear-fourth-power	label	tex/chapters/ch05-sec02.tex:340	tex/chapters/ch05-sec02.tex:340	defined
target		remark	rem:chap5-strong-linear-lowest-regularity	label	tex/chapters/ch05-sec02.tex:358	tex/chapters/ch05-sec02.tex:358	defined
target		equation	eq:chap5-strong-time-derivative-equation	label	tex/chapters/ch05-sec02.tex:363	tex/chapters/ch05-sec02.tex:363	defined
target		proposition	prop:chap5-strong-time-derivative-l2	label	tex/chapters/ch05-sec02.tex:368	tex/chapters/ch05-sec02.tex:368	defined
target		equation	eq:chap5-strong-time-derivative-bound	label	tex/chapters/ch05-sec02.tex:374	tex/chapters/ch05-sec02.tex:374	defined
target		subsection	subsec:chap5-strong-uniqueness	label	tex/chapters/ch05-sec02.tex:396	tex/chapters/ch05-sec02.tex:396	defined
target		theorem	thm:chap5-weak-strong-uniqueness	label	tex/chapters/ch05-sec02.tex:435	tex/chapters/ch05-sec02.tex:435	defined
target		equation	eq:chap5-weak-strong-l4-condition	label	tex/chapters/ch05-sec02.tex:439	tex/chapters/ch05-sec02.tex:439	defined
target		equation	eq:chap5-weak-strong-cross-energy	label	tex/chapters/ch05-sec02.tex:472	tex/chapters/ch05-sec02.tex:472	defined
