PDF Page	Printed Page	Source Scope	Translation Target	Coverage	Verification
302	290	Section 5 proof conclusion followed by Section 6 opening, Subsection 6.1, and Theorem IV.6.1 opening	tex/chapters/ch04-sec06.tex	covered	Only Section 6 material was included; the passed Section 5 conclusion was excluded; theorem assumptions, system, estimate, and proof opening checked
303	291	Theorem IV.6.1 proof, estimates IV.48--IV.53	tex/chapters/ch04-sec06.tex	covered	Localized data estimates, whole-space Stokes system, difference quotients, Nečas estimate, and every numbered formula checked
304	292	Theorem IV.6.1 proof conclusion and Remark IV.6.1 opening	tex/chapters/ch04-sec06.tex	covered	Energy estimate, Young inequality, local conclusion, exhaustion sets, and nesting checked
305	293	Remark IV.6.1 conclusion, boundary-regularity strategy, and half-space problem IV.54	tex/chapters/ch04-sec06.tex	covered	Squared global estimate, k^8 behavior, boundary dependence, two-step strategy, and model problem checked
306	294	Half-space well-posedness estimate IV.55, Remark IV.6.2, tangential flows, and Proposition IV.6.2 statement	tex/chapters/ch04-sec06.tex	covered	Pressure-space caveat, flow equations, exact commutation, proposition spaces, and estimate checked
307	295	Proposition IV.6.2 proof Step 1	tex/chapters/ch04-sec06.tex	covered	Variational identity, difference-quotient estimate, tangential derivatives, pressure derivatives, and signs checked
308	296	Proposition IV.6.2 proof Step 2	tex/chapters/ch04-sec06.tex	covered	All three substeps, normal velocity, pressure, tangential velocity components, and final estimate checked
309	297	Tangential regularity, Theorem IV.6.3, Lemma IV.6.4 and proof openings	tex/chapters/ch04-sec06.tex	covered	Hypotheses, tangential norms, commutator system IV.56, and English environment headings checked
310	298	Theorem IV.6.3 proof, systems IV.57--IV.60	tex/chapters/ch04-sec06.tex	covered	Definitions of F and G preserve printed forms; all H^{-1} and L^2 estimates and energy terms checked
311	299	Theorem IV.6.3 conclusion, IV.61, and complete boundary regularity opening through IV.64	tex/chapters/ch04-sec06.tex	covered	Young estimate, tangential conclusion, tubular coordinates, divergence identity IV.62, product identity IV.63, and q range checked
312	300	Complete boundary regularity proof, formulas IV.65--IV.67	tex/chapters/ch04-sec06.tex	covered	Normal derivative product rule, Hardy estimates, W^{2,q} argument, normal Laplacian, and pressure regularity checked
313	301	Complete boundary regularity conclusion and higher-order regularity proof opening	tex/chapters/ch04-sec06.tex	covered	Component momentum equation, bootstrap from q<2 to q=2, k=0 conclusion, and induction setup checked
314	302	Higher-order induction conclusion and L^q theory opening through Theorem IV.6.5 opening	tex/chapters/ch04-sec06.tex	covered	Induction estimates, tangential/normal argument, bibliography references, personal names, and theorem domain hypothesis checked
315	303	Theorem IV.6.5 statement IV.68--IV.69 and Theorem IV.6.6 opening	tex/chapters/ch04-sec06.tex	covered	Compatibility, assumed solution spaces, higher data spaces, d_q cases, attributions, and printed dimension symbols checked
316	304	Theorem IV.6.6 conclusion and div/curl regularity proof opening	tex/chapters/ch04-sec06.tex	covered	Existence claim, reuse of IV.68--IV.69, two-dimensional note, lifting reduction, local div/curl identities, and H^2_loc conclusion checked
317	305	Div/curl regularity proof conclusion and IV.70	tex/chapters/ch04-sec06.tex	covered	Tangential trace identity, all commutator estimates, tangential regularity, normal component argument, final derivative argument, and proof conclusion checked
