Record Type	Original Reference	Target Object	LaTeX Label	Command	Translation Location	Target Location	Status
target		chapter	chap:singular-integrals-one	label	tex/chapters/chapter-04.tex:5	tex/chapters/chapter-04.tex:5	defined
target		section	sec:ch4-definition-examples	label	tex/chapters/chapter-04/section-04-01.tex:3	tex/chapters/chapter-04/section-04-01.tex:3	defined
target		equation	eq:ch4-singular-integral-definition	label	tex/chapters/chapter-04/section-04-01.tex:7	tex/chapters/chapter-04/section-04-01.tex:7	defined
target		equation	eq:ch4-principal-value-distribution	label	tex/chapters/chapter-04/section-04-01.tex:15	tex/chapters/chapter-04/section-04-01.tex:15	defined
target		proposition	prop:ch4-zero-mean-necessary	label	tex/chapters/chapter-04/section-04-01.tex:28	tex/chapters/chapter-04/section-04-01.tex:28	defined
target		section	sec:ch4-fourier-transform-kernel	label	tex/chapters/chapter-04/section-04-02.tex:2	tex/chapters/chapter-04/section-04-02.tex:2	defined
target		definition	def:ch4-homogeneous-distribution	label	tex/chapters/chapter-04/section-04-02.tex:14	tex/chapters/chapter-04/section-04-02.tex:14	defined
target		proposition	prop:ch4-fourier-homogeneity	label	tex/chapters/chapter-04/section-04-02.tex:25	tex/chapters/chapter-04/section-04-02.tex:25	defined
target		equation	eq:ch4-fourier-power-kernel	label	tex/chapters/chapter-04/section-04-02.tex:42	tex/chapters/chapter-04/section-04-02.tex:42	defined
target		theorem	thm:ch4-fourier-principal-value-kernel	label	tex/chapters/chapter-04/section-04-02.tex:50	tex/chapters/chapter-04/section-04-02.tex:50	defined
target		equation	eq:ch4-principal-value-multiplier	label	tex/chapters/chapter-04/section-04-02.tex:53	tex/chapters/chapter-04/section-04-02.tex:53	defined
target		corollary	cor:ch4-bounded-multiplier-kernel	label	tex/chapters/chapter-04/section-04-02.tex:88	tex/chapters/chapter-04/section-04-02.tex:88	defined
target		section	sec:ch4-method-of-rotations	label	tex/chapters/chapter-04/section-04-03.tex:2	tex/chapters/chapter-04/section-04-03.tex:2	defined
target		proposition	prop:ch4-directional-operator-average	label	tex/chapters/chapter-04/section-04-03.tex:22	tex/chapters/chapter-04/section-04-03.tex:22	defined
target		equation	eq:ch4-rough-maximal-function	label	tex/chapters/chapter-04/section-04-03.tex:32	tex/chapters/chapter-04/section-04-03.tex:32	defined
target		corollary	cor:ch4-rough-maximal-lp	label	tex/chapters/chapter-04/section-04-03.tex:44	tex/chapters/chapter-04/section-04-03.tex:44	defined
target		corollary	cor:ch4-odd-kernel-lp	label	tex/chapters/chapter-04/section-04-03.tex:57	tex/chapters/chapter-04/section-04-03.tex:57	defined
target		equation	eq:ch4-maximal-truncated-singular-integral	label	tex/chapters/chapter-04/section-04-03.tex:63	tex/chapters/chapter-04/section-04-03.tex:63	defined
target		corollary	cor:ch4-maximal-truncation-lp	label	tex/chapters/chapter-04/section-04-03.tex:76	tex/chapters/chapter-04/section-04-03.tex:76	defined
target		equation	eq:ch4-riesz-transform-definition	label	tex/chapters/chapter-04/section-04-03.tex:82	tex/chapters/chapter-04/section-04-03.tex:82	defined
target		equation	eq:ch4-riesz-transform-multiplier	label	tex/chapters/chapter-04/section-04-03.tex:93	tex/chapters/chapter-04/section-04-03.tex:93	defined
target		equation	eq:ch4-riesz-square-identity	label	tex/chapters/chapter-04/section-04-03.tex:98	tex/chapters/chapter-04/section-04-03.tex:98	defined
target		section	sec:ch4-even-kernel-singular-integrals	label	tex/chapters/chapter-04/section-04-04.tex:3	tex/chapters/chapter-04/section-04-04.tex:3	defined
target		equation	eq:ch4-truncated-even-kernel	label	tex/chapters/chapter-04/section-04-04.tex:13	tex/chapters/chapter-04/section-04-04.tex:13	defined
target		equation	eq:ch4-riesz-convolution-association	label	tex/chapters/chapter-04/section-04-04.tex:19	tex/chapters/chapter-04/section-04-04.tex:19	defined
target		lemma	lem:ch4-even-kernel-riesz-limit	label	tex/chapters/chapter-04/section-04-04.tex:24	tex/chapters/chapter-04/section-04-04.tex:24	defined
target		equation	eq:ch4-riesz-kernel-cauchy-estimate	label	tex/chapters/chapter-04/section-04-04.tex:46	tex/chapters/chapter-04/section-04-04.tex:46	defined
target		lemma	lem:ch4-even-kernel-l1-estimates	label	tex/chapters/chapter-04/section-04-04.tex:59	tex/chapters/chapter-04/section-04-04.tex:59	defined
target		equation	eq:ch4-riesz-kernel-pointwise-estimate	label	tex/chapters/chapter-04/section-04-04.tex:84	tex/chapters/chapter-04/section-04-04.tex:84	defined
target		theorem	thm:ch4-rough-kernel-lp	label	tex/chapters/chapter-04/section-04-04.tex:96	tex/chapters/chapter-04/section-04-04.tex:96	defined
target		section	sec:ch4-operator-algebra	label	tex/chapters/chapter-04/section-04-05.tex:2	tex/chapters/chapter-04/section-04-05.tex:2	defined
target		equation	eq:ch4-lambda-definition	label	tex/chapters/chapter-04/section-04-05.tex:14	tex/chapters/chapter-04/section-04-05.tex:14	defined
target		equation	eq:ch4-differential-operator-factorization	label	tex/chapters/chapter-04/section-04-05.tex:19	tex/chapters/chapter-04/section-04-05.tex:19	defined
