Record Type	Original Reference	Target Object	LaTeX Label	Command	Translation Location	Target Location	Status
target		chapter	chap:hilbert-transform	label	tex/chapters/chapter-03.tex:5	tex/chapters/chapter-03.tex:5	defined
target		section	sec:ch3-conjugate-poisson-kernel	label	tex/chapters/chapter-03/section-03-01.tex:3	tex/chapters/chapter-03/section-03-01.tex:3	defined
target		equation	eq:ch3-conjugate-poisson-convolution	label	tex/chapters/chapter-03/section-03-01.tex:25	tex/chapters/chapter-03/section-03-01.tex:25	defined
target		equation	eq:ch3-conjugate-poisson-fourier	label	tex/chapters/chapter-03/section-03-01.tex:30	tex/chapters/chapter-03/section-03-01.tex:30	defined
target		equation	eq:ch3-conjugate-poisson-kernel	label	tex/chapters/chapter-03/section-03-01.tex:35	tex/chapters/chapter-03/section-03-01.tex:35	defined
target		section	sec:ch3-principal-value-one-over-x	label	tex/chapters/chapter-03/section-03-02.tex:2	tex/chapters/chapter-03/section-03-02.tex:2	defined
target		proposition	prop:ch3-conjugate-poisson-principal-value	label	tex/chapters/chapter-03/section-03-02.tex:23	tex/chapters/chapter-03/section-03-02.tex:23	defined
target		equation	eq:ch3-hilbert-l2-isometry	label	tex/chapters/chapter-03/section-03-02.tex:77	tex/chapters/chapter-03/section-03-02.tex:77	defined
target		equation	eq:ch3-hilbert-square-minus-identity	label	tex/chapters/chapter-03/section-03-02.tex:81	tex/chapters/chapter-03/section-03-02.tex:81	defined
target		equation	eq:ch3-hilbert-skew-adjoint	label	tex/chapters/chapter-03/section-03-02.tex:86	tex/chapters/chapter-03/section-03-02.tex:86	defined
target		section	sec:ch3-riesz-kolmogorov-theorems	label	tex/chapters/chapter-03/section-03-03.tex:2	tex/chapters/chapter-03/section-03-03.tex:2	defined
target		theorem	thm:ch3-riesz-kolmogorov	label	tex/chapters/chapter-03/section-03-03.tex:7	tex/chapters/chapter-03/section-03-03.tex:7	defined
target		section	sec:ch3-truncated-integrals-pointwise-convergence	label	tex/chapters/chapter-03/section-03-04.tex:2	tex/chapters/chapter-03/section-03-04.tex:2	defined
target		theorem	thm:ch3-truncated-hilbert-pointwise	label	tex/chapters/chapter-03/section-03-04.tex:33	tex/chapters/chapter-03/section-03-04.tex:33	defined
target		equation	eq:ch3-truncated-hilbert-pointwise	label	tex/chapters/chapter-03/section-03-04.tex:36	tex/chapters/chapter-03/section-03-04.tex:36	defined
target		theorem	thm:ch3-maximal-hilbert-bounds	label	tex/chapters/chapter-03/section-03-04.tex:49	tex/chapters/chapter-03/section-03-04.tex:49	defined
target		lemma	lem:ch3-cotlar-inequality	label	tex/chapters/chapter-03/section-03-04.tex:56	tex/chapters/chapter-03/section-03-04.tex:56	defined
target		section	sec:ch3-multipliers	label	tex/chapters/chapter-03/section-03-05.tex:2	tex/chapters/chapter-03/section-03-05.tex:2	defined
target		equation	eq:ch3-multiplier-definition	label	tex/chapters/chapter-03/section-03-05.tex:6	tex/chapters/chapter-03/section-03-05.tex:6	defined
target		equation	eq:ch3-interval-multiplier-hilbert	label	tex/chapters/chapter-03/section-03-05.tex:26	tex/chapters/chapter-03/section-03-05.tex:26	defined
target		proposition	prop:ch3-interval-multiplier-bound	label	tex/chapters/chapter-03/section-03-05.tex:39	tex/chapters/chapter-03/section-03-05.tex:39	defined
target		corollary	cor:ch3-fourier-integral-partial-sum-convergence	label	tex/chapters/chapter-03/section-03-05.tex:53	tex/chapters/chapter-03/section-03-05.tex:53	defined
target		corollary	cor:ch3-bounded-variation-multiplier	label	tex/chapters/chapter-03/section-03-05.tex:69	tex/chapters/chapter-03/section-03-05.tex:69	defined
target		proposition	prop:ch3-multiplier-transformations	label	tex/chapters/chapter-03/section-03-05.tex:103	tex/chapters/chapter-03/section-03-05.tex:103	defined
target		corollary	cor:ch3-convex-polyhedron-summability	label	tex/chapters/chapter-03/section-03-05.tex:135	tex/chapters/chapter-03/section-03-05.tex:135	defined
target		section	sec:ch3-notes-further-results	label	tex/chapters/chapter-03/section-03-06.tex:2	tex/chapters/chapter-03/section-03-06.tex:2	defined
target		subsection	subsec:ch3-references	label	tex/chapters/chapter-03/section-03-06.tex:5	tex/chapters/chapter-03/section-03-06.tex:5	defined
target		subsection	subsec:ch3-conjugate-function-fourier-series	label	tex/chapters/chapter-03/section-03-06.tex:12	tex/chapters/chapter-03/section-03-06.tex:12	defined
target		equation	eq:ch3-conjugation-operator	label	tex/chapters/chapter-03/section-03-06.tex:31	tex/chapters/chapter-03/section-03-06.tex:31	defined
target		subsection	subsec:ch3-other-riesz-proofs	label	tex/chapters/chapter-03/section-03-06.tex:61	tex/chapters/chapter-03/section-03-06.tex:61	defined
target		equation	eq:ch3-cotlar-square-identity	label	tex/chapters/chapter-03/section-03-06.tex:92	tex/chapters/chapter-03/section-03-06.tex:92	defined
target		subsection	subsec:ch3-size-of-constants	label	tex/chapters/chapter-03/section-03-06.tex:141	tex/chapters/chapter-03/section-03-06.tex:141	defined
target		subsection	subsec:ch3-hilbert-l1	label	tex/chapters/chapter-03/section-03-06.tex:166	tex/chapters/chapter-03/section-03-06.tex:166	defined
target		subsection	subsec:ch3-l-log-l-estimates	label	tex/chapters/chapter-03/section-03-06.tex:186	tex/chapters/chapter-03/section-03-06.tex:186	defined
target		theorem	thm:ch3-l-log-l-characterization	label	tex/chapters/chapter-03/section-03-06.tex:191	tex/chapters/chapter-03/section-03-06.tex:191	defined
target		subsection	subsec:ch3-translation-invariant-operators	label	tex/chapters/chapter-03/section-03-06.tex:203	tex/chapters/chapter-03/section-03-06.tex:203	defined
target		theorem	thm:ch3-translation-invariant-convolution	label	tex/chapters/chapter-03/section-03-06.tex:213	tex/chapters/chapter-03/section-03-06.tex:213	defined
target		proposition	prop:ch3-l1-l2-convolution-characterization	label	tex/chapters/chapter-03/section-03-06.tex:247	tex/chapters/chapter-03/section-03-06.tex:247	defined
target		subsection	subsec:ch3-fourier-series-multipliers	label	tex/chapters/chapter-03/section-03-06.tex:261	tex/chapters/chapter-03/section-03-06.tex:261	defined
target		theorem	thm:ch3-multiplier-restriction-to-integers	label	tex/chapters/chapter-03/section-03-06.tex:272	tex/chapters/chapter-03/section-03-06.tex:272	defined
target		subsection	subsec:ch3-characteristic-function-hilbert-transform	label	tex/chapters/chapter-03/section-03-06.tex:287	tex/chapters/chapter-03/section-03-06.tex:287	defined
reference	给定函数 $f\in\mathcal S(\mathbb R)$, 它到上半平面的调和延拓为 $u(x,t)=P_t*f(x)$, 其中 $P_t$ 是 Poisson 核. 由\eqref{eq:ch1-abel-poisson-complex-formula}, 也可写成	equation	eq:ch1-abel-poisson-complex-formula	eqref	tex/chapters/chapter-03/section-03-01.tex:5	tex/chapters/chapter-01/section-01-09.tex:83	resolved
reference	在第~\ref{chap:hardy-littlewood-maximal-function}~章中, 我们利用 $\{P_t\}$ 是恒等逼近这一事实研究了 $t\to0$ 时 $u(x,t)$ 的极限. 我们也希望对 $v(x,t)$ 作同样处理, 但立即遇到一个障碍: $\{Q_t\}$ 不是恒等逼近, 事实上对任意 $t>0$, $Q_t$ 都不可积. 形式上,	chapter	chap:hardy-littlewood-maximal-function	ref	tex/chapters/chapter-03/section-03-01.tex:46	tex/chapters/sample.tex:5	resolved
reference	由命题~\ref{prop:ch3-conjugate-poisson-principal-value} 可得	proposition	prop:ch3-conjugate-poisson-principal-value	ref	tex/chapters/chapter-03/section-03-02.tex:56	tex/chapters/chapter-03/section-03-02.tex:23	resolved
reference	再由 Fourier 变换在 $\mathcal S'$ 上的连续性及\eqref{eq:ch3-conjugate-poisson-fourier}, 得	equation	eq:ch3-conjugate-poisson-fourier	eqref	tex/chapters/chapter-03/section-03-02.tex:61	tex/chapters/chapter-03/section-03-01.tex:30	resolved
reference	(1) 固定 $\lambda>0$ 并设 $f$ 非负. 在高度 $\lambda$ 对 $f$ 作 Calderón--Zygmund 分解(见定理~\ref{thm:ch2-calderon-zygmund-decomposition}), 得到一列互不相交的区间 $\{I_j\}$, 使得	theorem	thm:ch2-calderon-zygmund-decomposition	ref	tex/chapters/chapter-03/section-03-03.tex:26	tex/chapters/sample.tex:407	resolved
reference	利用\eqref{eq:ch3-hilbert-l2-isometry} 估计第一项:	equation	eq:ch3-hilbert-l2-isometry	eqref	tex/chapters/chapter-03/section-03-03.tex:58	tex/chapters/chapter-03/section-03-02.tex:77	resolved
reference	(2) 因为 $H$ 为弱 $(1,1)$ 型和强 $(2,2)$ 型, Marcinkiewicz 插值定理给出 $1<p<2$ 时的强 $(p,p)$ 不等式. 当 $p>2$ 时, 应用\eqref{eq:ch3-hilbert-skew-adjoint} 及 $p'<2$ 时的结果:	equation	eq:ch3-hilbert-skew-adjoint	eqref	tex/chapters/chapter-03/section-03-03.tex:108	tex/chapters/chapter-03/section-03-02.tex:86	resolved
reference	定理~\ref{thm:ch3-riesz-kolmogorov} 第一部分证明中的函数 $g$ 与 $b$ 传统上分别称为 $f$ 的好部与坏部.	theorem	thm:ch3-riesz-kolmogorov	ref	tex/chapters/chapter-03/section-03-03.tex:120	tex/chapters/chapter-03/section-03-03.tex:7	resolved
reference	利用定理~\ref{thm:ch3-riesz-kolmogorov} 中的不等式, 可将 Hilbert 变换延拓到 $L^p$, $1\le p<\infty$. 若 $f\in L^1$, 且 $\{f_n\}$ 是 $\mathcal S$ 中依 $L^1$ 范数收敛到 $f$ 的函数列, 则由弱 $(1,1)$ 不等式, $\{Hf_n\}$ 在测度意义下为 Cauchy 列: 对任意 $\varepsilon>0$,	theorem	thm:ch3-riesz-kolmogorov	ref	tex/chapters/chapter-03/section-03-03.tex:129	tex/chapters/chapter-03/section-03-03.tex:7	resolved
reference	在 Schwartz 类中, 容易刻画 Hilbert 变换可积的函数: 对 $\varphi\in\mathcal S$, $H\varphi\in L^1$ 当且仅当 $\int\varphi=0$. 其证明留作练习. 关于 Hilbert 变换在 $L^1$ 上性质的更多资料, 见第~\ref{subsec:ch3-hilbert-l1}~节.	subsection	subsec:ch3-hilbert-l1	ref	tex/chapters/chapter-03/section-03-03.tex:147	tex/chapters/chapter-03/section-03-06.tex:166	resolved
reference	在\MBUnresolvedReference{chapter}{第 6 章}中, 我们将考察 Hilbert 变换仍然可积的可积函数空间, 以及能够为有界函数 $f$ 定义 $Hf$ 的一个比 $L^\infty$ 更大的空间(另见第~\ref{subsec:ch3-l-log-l-estimates}~节).	subsection	subsec:ch3-l-log-l-estimates	ref	tex/chapters/chapter-03/section-03-03.tex:149	tex/chapters/chapter-03/section-03-06.tex:186	resolved
reference	有良好定义. 此外, $H_\varepsilon$ 满足与定理~\ref{thm:ch3-riesz-kolmogorov} 相同的弱 $(1,1)$ 和强 $(p,p)$ 估计, 且常数对所有 $\varepsilon$ 一致有界. 为此先注意到	theorem	thm:ch3-riesz-kolmogorov	ref	tex/chapters/chapter-03/section-03-04.tex:8	tex/chapters/chapter-03/section-03-03.tex:7	resolved
reference	它一致有界, 所以强 $(2,2)$ 不等式成立, 且常数与 $\varepsilon$ 无关. 现在可以完全仿照定理~\ref{thm:ch3-riesz-kolmogorov} 证明弱 $(1,1)$ 不等式, 再由插值和对偶性得到强 $(p,p)$ 不等式.	theorem	thm:ch3-riesz-kolmogorov	ref	tex/chapters/chapter-03/section-03-04.tex:18	tex/chapters/chapter-03/section-03-03.tex:7	resolved
reference	因为已知\eqref{eq:ch3-truncated-hilbert-pointwise} 对某个子列 $\{H_{\varepsilon_k}f\}$ 成立, 只需证明 $\lim_{\varepsilon\to0}H_\varepsilon f(x)$ 对几乎所有 $x$ 存在. 由定理~\ref{thm:ch2-closed-ae-convergence-set} 及其后的说明, 只需证明极大算子	equation	eq:ch3-truncated-hilbert-pointwise	eqref	tex/chapters/chapter-03/section-03-04.tex:42	tex/chapters/chapter-03/section-03-04.tex:36	resolved
reference	因为已知\eqref{eq:ch3-truncated-hilbert-pointwise} 对某个子列 $\{H_{\varepsilon_k}f\}$ 成立, 只需证明 $\lim_{\varepsilon\to0}H_\varepsilon f(x)$ 对几乎所有 $x$ 存在. 由定理~\ref{thm:ch2-closed-ae-convergence-set} 及其后的说明, 只需证明极大算子	theorem	thm:ch2-closed-ae-convergence-set	ref	tex/chapters/chapter-03/section-03-04.tex:42	tex/chapters/sample.tex:94	resolved
reference	右端第一项与 $f$ 的卷积受 $M(Hf)(x)$ 控制(参见命题~\ref{prop:ch2-radial-majorization}). 只需在 $\varepsilon=1$ 时求出第二项的逐点估计, 其他 $\varepsilon$ 由伸缩得到.	proposition	prop:ch2-radial-majorization	ref	tex/chapters/chapter-03/section-03-04.tex:75	tex/chapters/sample.tex:302	resolved
reference	而由命题~\ref{prop:ch2-radial-majorization}, 右端与 $f$ 的卷积受 $Mf(x)$ 控制.	proposition	prop:ch2-radial-majorization	ref	tex/chapters/chapter-03/section-03-04.tex:101	tex/chapters/sample.tex:302	resolved
reference	定理~\ref{thm:ch3-maximal-hilbert-bounds} 的证明.	theorem	thm:ch3-maximal-hilbert-bounds	ref	tex/chapters/chapter-03/section-03-04.tex:105	tex/chapters/chapter-03/section-03-04.tex:49	resolved
reference	因为极大函数和 Hilbert 变换都是强 $(p,p)$ 型, $1<p<\infty$, 由引理~\ref{lem:ch3-cotlar-inequality} 立即知道 $H^*$ 为强 $(p,p)$ 型.	lemma	lem:ch3-cotlar-inequality	ref	tex/chapters/chapter-03/section-03-04.tex:106	tex/chapters/chapter-03/section-03-04.tex:56	resolved
reference	为证明 $H^*$ 为弱 $(1,1)$ 型, 先仿照定理~\ref{thm:ch3-riesz-kolmogorov} 的证明. 可设 $f\ge0$. 固定 $\lambda>0$, 在高度 $\lambda$ 对 $f$ 作 Calderón--Zygmund 分解, 写成	theorem	thm:ch3-riesz-kolmogorov	ref	tex/chapters/chapter-03/section-03-04.tex:108	tex/chapters/chapter-03/section-03-03.tex:7	resolved
