Record Type	Original Reference	Target Object	LaTeX Label	Command	Translation Location	Target Location	Status
target		chapter	chap:hardy-littlewood-maximal-function	label	tex/chapters/sample.tex:5	tex/chapters/sample.tex:5	defined
target		section	sec:ch2-identity-approximations	label	tex/chapters/sample.tex:9	tex/chapters/sample.tex:9	defined
target		theorem	thm:ch2-approximation-identity-lp	label	tex/chapters/sample.tex:30	tex/chapters/sample.tex:30	defined
target		section	sec:ch2-weak-type-ae	label	tex/chapters/sample.tex:71	tex/chapters/sample.tex:71	defined
target		theorem	thm:ch2-closed-ae-convergence-set	label	tex/chapters/sample.tex:94	tex/chapters/sample.tex:94	defined
target		section	sec:ch2-marcinkiewicz-interpolation	label	tex/chapters/sample.tex:145	tex/chapters/sample.tex:145	defined
target		proposition	prop:ch2-distribution-function-integral	label	tex/chapters/sample.tex:154	tex/chapters/sample.tex:154	defined
target		equation	eq:ch2-distribution-layer-cake	label	tex/chapters/sample.tex:166	tex/chapters/sample.tex:166	defined
target		theorem	thm:ch2-marcinkiewicz-interpolation	label	tex/chapters/sample.tex:179	tex/chapters/sample.tex:179	defined
target		equation	eq:ch2-marcinkiewicz-strong-bound	label	tex/chapters/sample.tex:226	tex/chapters/sample.tex:226	defined
target		section	sec:ch2-hl-maximal-function	label	tex/chapters/sample.tex:238	tex/chapters/sample.tex:238	defined
target		equation	eq:ch2-hl-maximal-ball	label	tex/chapters/sample.tex:242	tex/chapters/sample.tex:242	defined
target		equation	eq:ch2-hl-maximal-centered-cube	label	tex/chapters/sample.tex:249	tex/chapters/sample.tex:249	defined
target		equation	eq:ch2-ball-cube-equivalence	label	tex/chapters/sample.tex:254	tex/chapters/sample.tex:254	defined
target		equation	eq:ch2-hl-maximal-uncentered-cube	label	tex/chapters/sample.tex:259	tex/chapters/sample.tex:259	defined
target		theorem	thm:ch2-hl-maximal-bounds	label	tex/chapters/sample.tex:266	tex/chapters/sample.tex:266	defined
target		equation	eq:ch2-hl-maximal-linfty	label	tex/chapters/sample.tex:272	tex/chapters/sample.tex:272	defined
target		lemma	lem:ch2-interval-covering	label	tex/chapters/sample.tex:278	tex/chapters/sample.tex:278	defined
target		equation	eq:ch2-one-dimensional-average	label	tex/chapters/sample.tex:288	tex/chapters/sample.tex:288	defined
target		proposition	prop:ch2-radial-majorization	label	tex/chapters/sample.tex:302	tex/chapters/sample.tex:302	defined
target		corollary	cor:ch2-kernel-maximal-bound	label	tex/chapters/sample.tex:326	tex/chapters/sample.tex:326	defined
target		corollary	cor:ch2-approximation-ae-convergence	label	tex/chapters/sample.tex:333	tex/chapters/sample.tex:333	defined
target		section	sec:ch2-dyadic-maximal-function	label	tex/chapters/sample.tex:346	tex/chapters/sample.tex:346	defined
target		equation	eq:ch2-dyadic-maximal	label	tex/chapters/sample.tex:369	tex/chapters/sample.tex:369	defined
target		theorem	thm:ch2-dyadic-maximal	label	tex/chapters/sample.tex:374	tex/chapters/sample.tex:374	defined
target		theorem	thm:ch2-calderon-zygmund-decomposition	label	tex/chapters/sample.tex:407	tex/chapters/sample.tex:407	defined
target		section	sec:ch2-weak-11-maximal-function	label	tex/chapters/sample.tex:433	tex/chapters/sample.tex:433	defined
target		lemma	lem:ch2-dyadic-to-cube-maximal	label	tex/chapters/sample.tex:438	tex/chapters/sample.tex:438	defined
target		corollary	cor:ch2-lebesgue-differentiation	label	tex/chapters/sample.tex:472	tex/chapters/sample.tex:472	defined
target		equation	eq:ch2-lebesgue-point	label	tex/chapters/sample.tex:480	tex/chapters/sample.tex:480	defined
target		proposition	prop:ch2-maximal-not-l1	label	tex/chapters/sample.tex:498	tex/chapters/sample.tex:498	defined
target		theorem	thm:ch2-local-l-log-l	label	tex/chapters/sample.tex:511	tex/chapters/sample.tex:511	defined
target		section	sec:ch2-weighted-norm-inequality	label	tex/chapters/sample.tex:540	tex/chapters/sample.tex:540	defined
target		theorem	thm:ch2-weighted-maximal	label	tex/chapters/sample.tex:543	tex/chapters/sample.tex:543	defined
target		equation	eq:ch2-weighted-weak-bound	label	tex/chapters/sample.tex:551	tex/chapters/sample.tex:551	defined
target		section	sec:ch2-notes-further-results	label	tex/chapters/sample.tex:588	tex/chapters/sample.tex:588	defined
target		subsection	subsec:ch2-references	label	tex/chapters/sample.tex:590	tex/chapters/sample.tex:590	defined
target		subsection	subsec:ch2-hardy-operator	label	tex/chapters/sample.tex:600	tex/chapters/sample.tex:600	defined
target		equation	eq:ch2-hardy-level-set	label	tex/chapters/sample.tex:608	tex/chapters/sample.tex:608	defined
target		equation	eq:ch2-one-sided-rearrangement	label	tex/chapters/chapter-02-tail.tex:19	tex/chapters/chapter-02-tail.tex:19	defined
target		lemma	lem:ch2-rising-sun	label	tex/chapters/chapter-02-tail.tex:27	tex/chapters/chapter-02-tail.tex:27	defined
target		subsection	subsec:ch2-lorentz-spaces	label	tex/chapters/chapter-02-tail.tex:52	tex/chapters/chapter-02-tail.tex:52	defined
target		subsection	subsec:ch2-l-log-l	label	tex/chapters/chapter-02-tail.tex:83	tex/chapters/chapter-02-tail.tex:83	defined
target		theorem	thm:ch2-l-log-l-characterization	label	tex/chapters/chapter-02-tail.tex:87	tex/chapters/chapter-02-tail.tex:87	defined
target		equation	eq:ch2-maximal-restricted-upper	label	tex/chapters/chapter-02-tail.tex:93	tex/chapters/chapter-02-tail.tex:93	defined
target		equation	eq:ch2-maximal-restricted-lower	label	tex/chapters/chapter-02-tail.tex:97	tex/chapters/chapter-02-tail.tex:97	defined
target		equation	eq:ch2-luxemburg-norm	label	tex/chapters/chapter-02-tail.tex:104	tex/chapters/chapter-02-tail.tex:104	defined
target		subsection	subsec:ch2-size-of-constants	label	tex/chapters/chapter-02-tail.tex:111	tex/chapters/chapter-02-tail.tex:111	defined
target		subsection	subsec:ch2-covering-lemmas	label	tex/chapters/chapter-02-tail.tex:130	tex/chapters/chapter-02-tail.tex:130	defined
target		theorem	thm:ch2-wiener-covering	label	tex/chapters/chapter-02-tail.tex:134	tex/chapters/chapter-02-tail.tex:134	defined
target		theorem	thm:ch2-besicovitch-morse-covering	label	tex/chapters/chapter-02-tail.tex:143	tex/chapters/chapter-02-tail.tex:143	defined
target		subsection	subsec:ch2-nontangential-poisson-maximal	label	tex/chapters/chapter-02-tail.tex:162	tex/chapters/chapter-02-tail.tex:162	defined
target		subsection	subsec:ch2-strong-maximal	label	tex/chapters/chapter-02-tail.tex:183	tex/chapters/chapter-02-tail.tex:183	defined
target		subsection	subsec:ch2-kakeya-maximal	label	tex/chapters/chapter-02-tail.tex:203	tex/chapters/chapter-02-tail.tex:203	defined
target		equation	eq:ch2-kakeya-trivial-bound	label	tex/chapters/chapter-02-tail.tex:210	tex/chapters/chapter-02-tail.tex:210	defined
reference	上一章的可和方法可以看作恒等逼近.对 Cesàro 可和法,$\varphi=F_1$ 且 $F_R=\varphi_{1/R}$(见 \eqref{eq:ch1-fourier-integral-fejer-kernel});对 Abel--Poisson 可和法,$\varphi=P_1$(见 \eqref{eq:ch1-poisson-kernel-half-space});对 Gauss--Weierstrass 可和法,$\varphi=W_1$(见 \eqref{eq:ch1-gauss-weierstrass-kernel}).由下述结果可见,这些可和方法在 $L^p$ 范数下收敛.	equation	eq:ch1-fourier-integral-fejer-kernel	eqref	tex/chapters/sample.tex:27	tex/chapters/chapter-01/section-01-09.tex:50	resolved
reference	上一章的可和方法可以看作恒等逼近.对 Cesàro 可和法,$\varphi=F_1$ 且 $F_R=\varphi_{1/R}$(见 \eqref{eq:ch1-fourier-integral-fejer-kernel});对 Abel--Poisson 可和法,$\varphi=P_1$(见 \eqref{eq:ch1-poisson-kernel-half-space});对 Gauss--Weierstrass 可和法,$\varphi=W_1$(见 \eqref{eq:ch1-gauss-weierstrass-kernel}).由下述结果可见,这些可和方法在 $L^p$ 范数下收敛.	equation	eq:ch1-poisson-kernel-half-space	eqref	tex/chapters/sample.tex:27	tex/chapters/chapter-01/section-01-09.tex:101	resolved
reference	上一章的可和方法可以看作恒等逼近.对 Cesàro 可和法,$\varphi=F_1$ 且 $F_R=\varphi_{1/R}$(见 \eqref{eq:ch1-fourier-integral-fejer-kernel});对 Abel--Poisson 可和法,$\varphi=P_1$(见 \eqref{eq:ch1-poisson-kernel-half-space});对 Gauss--Weierstrass 可和法,$\varphi=W_1$(见 \eqref{eq:ch1-gauss-weierstrass-kernel}).由下述结果可见,这些可和方法在 $L^p$ 范数下收敛.	equation	eq:ch1-gauss-weierstrass-kernel	eqref	tex/chapters/sample.tex:27	tex/chapters/chapter-01/section-01-09.tex:120	resolved
reference	所以,如果 $\lim_{t\to0}\varphi_t*f(x)$ 存在,它几乎处处必等于 $f(x)$.第~\ref{sec:ch2-hl-maximal-function}~节将研究这个极限的存在性.	section	sec:ch2-hl-maximal-function	ref	tex/chapters/sample.tex:68	tex/chapters/sample.tex:238	resolved
reference	(其值可以为 $+\infty$.)若令 $\varphi=|B_1|^{-1}\chi_{B_1}$,则对非负 $f$,\eqref{eq:ch2-hl-maximal-ball} 与定理~\ref{thm:ch2-closed-ae-convergence-set} 中恒等逼近 $\{\varphi_t\}$ 的相伴极大算子一致.	equation	eq:ch2-hl-maximal-ball	eqref	tex/chapters/sample.tex:245	tex/chapters/sample.tex:242	resolved
reference	(其值可以为 $+\infty$.)若令 $\varphi=|B_1|^{-1}\chi_{B_1}$,则对非负 $f$,\eqref{eq:ch2-hl-maximal-ball} 与定理~\ref{thm:ch2-closed-ae-convergence-set} 中恒等逼近 $\{\varphi_t\}$ 的相伴极大算子一致.	theorem	thm:ch2-closed-ae-convergence-set	ref	tex/chapters/sample.tex:245	tex/chapters/sample.tex:94	resolved
reference	由 \eqref{eq:ch2-ball-cube-equivalence},同一结论对 $M'$(以及 $M''$)也成立.由定义立即有	equation	eq:ch2-ball-cube-equivalence	eqref	tex/chapters/sample.tex:270	tex/chapters/sample.tex:254	resolved
