Record Type	Original Reference	Target Object	LaTeX Label	Command	Translation Location	Target Location	Status
target		chapter	chap:ch09-adaptive-meshes	label	tex/chapters/chapter-09.tex:4	tex/chapters/chapter-09.tex:4	defined
target		equation	eq:ch09-model-variational-problem	label	tex/chapters/chapter-09.tex:18	tex/chapters/chapter-09.tex:18	defined
target		equation	eq:ch09-diffusion-form	label	tex/chapters/chapter-09.tex:26	tex/chapters/chapter-09.tex:26	defined
target		section	sec:ch09-exercises	label	tex/chapters/chapter-09/exercises.tex:3	tex/chapters/chapter-09/exercises.tex:3	defined
target		unknown	exr:ch09-01	label	tex/chapters/chapter-09/exercises.tex:7	tex/chapters/chapter-09/exercises.tex:7	defined
target		unknown	exr:ch09-02	label	tex/chapters/chapter-09/exercises.tex:12	tex/chapters/chapter-09/exercises.tex:12	defined
target		unknown	exr:ch09-03	label	tex/chapters/chapter-09/exercises.tex:17	tex/chapters/chapter-09/exercises.tex:17	defined
target		unknown	exr:ch09-04	label	tex/chapters/chapter-09/exercises.tex:22	tex/chapters/chapter-09/exercises.tex:22	defined
target		unknown	exr:ch09-05	label	tex/chapters/chapter-09/exercises.tex:27	tex/chapters/chapter-09/exercises.tex:27	defined
target		unknown	exr:ch09-06	label	tex/chapters/chapter-09/exercises.tex:38	tex/chapters/chapter-09/exercises.tex:38	defined
target		unknown	exr:ch09-07	label	tex/chapters/chapter-09/exercises.tex:43	tex/chapters/chapter-09/exercises.tex:43	defined
target		unknown	exr:ch09-08	label	tex/chapters/chapter-09/exercises.tex:54	tex/chapters/chapter-09/exercises.tex:54	defined
target		unknown	exr:ch09-09	label	tex/chapters/chapter-09/exercises.tex:59	tex/chapters/chapter-09/exercises.tex:59	defined
target		unknown	exr:ch09-10	label	tex/chapters/chapter-09/exercises.tex:64	tex/chapters/chapter-09/exercises.tex:64	defined
target		unknown	exr:ch09-11	label	tex/chapters/chapter-09/exercises.tex:69	tex/chapters/chapter-09/exercises.tex:69	defined
target		unknown	exr:ch09-12	label	tex/chapters/chapter-09/exercises.tex:80	tex/chapters/chapter-09/exercises.tex:80	defined
target		unknown	exr:ch09-13	label	tex/chapters/chapter-09/exercises.tex:93	tex/chapters/chapter-09/exercises.tex:93	defined
