Record Type	Original Reference	Target Object	LaTeX Label	Command	Translation Location	Target Location	Status
target		chapter	chap:ch05-n-dimensional-variational-problems	label	tex/chapters/chapter-05.tex:4	tex/chapters/chapter-05.tex:4	defined
target		section	sec:ch05-exercises	label	tex/chapters/chapter-05/exercises.tex:4	tex/chapters/chapter-05/exercises.tex:4	defined
target		unknown	exr:ch05-01	label	tex/chapters/chapter-05/exercises.tex:8	tex/chapters/chapter-05/exercises.tex:8	defined
target		unknown	exr:ch05-02	label	tex/chapters/chapter-05/exercises.tex:13	tex/chapters/chapter-05/exercises.tex:13	defined
target		unknown	exr:ch05-03	label	tex/chapters/chapter-05/exercises.tex:23	tex/chapters/chapter-05/exercises.tex:23	defined
target		unknown	exr:ch05-04	label	tex/chapters/chapter-05/exercises.tex:28	tex/chapters/chapter-05/exercises.tex:28	defined
target		unknown	exr:ch05-05	label	tex/chapters/chapter-05/exercises.tex:34	tex/chapters/chapter-05/exercises.tex:34	defined
target		unknown	exr:ch05-06	label	tex/chapters/chapter-05/exercises.tex:55	tex/chapters/chapter-05/exercises.tex:55	defined
target		unknown	exr:ch05-07	label	tex/chapters/chapter-05/exercises.tex:66	tex/chapters/chapter-05/exercises.tex:66	defined
target		unknown	exr:ch05-08	label	tex/chapters/chapter-05/exercises.tex:71	tex/chapters/chapter-05/exercises.tex:71	defined
target		unknown	exr:ch05-09	label	tex/chapters/chapter-05/exercises.tex:83	tex/chapters/chapter-05/exercises.tex:83	defined
target		unknown	exr:ch05-10	label	tex/chapters/chapter-05/exercises.tex:88	tex/chapters/chapter-05/exercises.tex:88	defined
target		unknown	exr:ch05-11	label	tex/chapters/chapter-05/exercises.tex:107	tex/chapters/chapter-05/exercises.tex:107	defined
target		unknown	exr:ch05-12	label	tex/chapters/chapter-05/exercises.tex:112	tex/chapters/chapter-05/exercises.tex:112	defined
target		unknown	exr:ch05-13	label	tex/chapters/chapter-05/exercises.tex:129	tex/chapters/chapter-05/exercises.tex:129	defined
target		unknown	exr:ch05-14	label	tex/chapters/chapter-05/exercises.tex:141	tex/chapters/chapter-05/exercises.tex:141	defined
target		unknown	exr:ch05-15	label	tex/chapters/chapter-05/exercises.tex:146	tex/chapters/chapter-05/exercises.tex:146	defined
target		unknown	exr:ch05-16	label	tex/chapters/chapter-05/exercises.tex:151	tex/chapters/chapter-05/exercises.tex:151	defined
target		unknown	exr:ch05-17	label	tex/chapters/chapter-05/exercises.tex:157	tex/chapters/chapter-05/exercises.tex:157	defined
target		unknown	exr:ch05-18	label	tex/chapters/chapter-05/exercises.tex:162	tex/chapters/chapter-05/exercises.tex:162	defined
target		unknown	exr:ch05-19	label	tex/chapters/chapter-05/exercises.tex:167	tex/chapters/chapter-05/exercises.tex:167	defined
target		unknown	exr:ch05-20	label	tex/chapters/chapter-05/exercises.tex:172	tex/chapters/chapter-05/exercises.tex:172	defined
target		unknown	exr:ch05-21	label	tex/chapters/chapter-05/exercises.tex:177	tex/chapters/chapter-05/exercises.tex:177	defined
target		unknown	exr:ch05-22	label	tex/chapters/chapter-05/exercises.tex:195	tex/chapters/chapter-05/exercises.tex:195	defined
target		unknown	exr:ch05-23	label	tex/chapters/chapter-05/exercises.tex:206	tex/chapters/chapter-05/exercises.tex:206	defined
target		section	sec:ch05-poisson-variational-formulation	label	tex/chapters/chapter-05/section-01.tex:2	tex/chapters/chapter-05/section-01.tex:2	defined
target		equation	eq:ch05-poisson-equation	label	tex/chapters/chapter-05/section-01.tex:10	tex/chapters/chapter-05/section-01.tex:10	defined
target		equation	eq:ch05-mixed-boundary-conditions	label	tex/chapters/chapter-05/section-01.tex:22	tex/chapters/chapter-05/section-01.tex:22	defined
target		equation	eq:ch05-mixed-variational-space	label	tex/chapters/chapter-05/section-01.tex:40	tex/chapters/chapter-05/section-01.tex:40	defined
target		proposition	prop:ch05-divergence-theorem	label	tex/chapters/chapter-05/section-01.tex:47	tex/chapters/chapter-05/section-01.tex:47	defined
target		proposition	prop:ch05-sobolev-integration-by-parts	label	tex/chapters/chapter-05/section-01.tex:67	tex/chapters/chapter-05/section-01.tex:67	defined
target		proposition	prop:ch05-green-identity	label	tex/chapters/chapter-05/section-01.tex:82	tex/chapters/chapter-05/section-01.tex:82	defined
target		proposition	prop:ch05-classical-implies-variational	label	tex/chapters/chapter-05/section-01.tex:110	tex/chapters/chapter-05/section-01.tex:110	defined
target		equation	eq:ch05-poisson-variational-problem	label	tex/chapters/chapter-05/section-01.tex:115	tex/chapters/chapter-05/section-01.tex:115	defined
target		proposition	prop:ch05-variational-implies-classical	label	tex/chapters/chapter-05/section-01.tex:124	tex/chapters/chapter-05/section-01.tex:124	defined
target		section	sec:ch05-pure-neumann-problem	label	tex/chapters/chapter-05/section-02.tex:3	tex/chapters/chapter-05/section-02.tex:3	defined
target		equation	eq:ch05-pure-neumann-condition	label	tex/chapters/chapter-05/section-02.tex:11	tex/chapters/chapter-05/section-02.tex:11	defined
target		equation	eq:ch05-neumann-compatibility	label	tex/chapters/chapter-05/section-02.tex:18	tex/chapters/chapter-05/section-02.tex:18	defined
target		equation	eq:ch05-mean-zero-variational-space	label	tex/chapters/chapter-05/section-02.tex:29	tex/chapters/chapter-05/section-02.tex:29	defined
target		equation	eq:ch05-domain-mean	label	tex/chapters/chapter-05/section-02.tex:36	tex/chapters/chapter-05/section-02.tex:36	defined
target		proposition	prop:ch05-pure-neumann-classical-implies-variational	label	tex/chapters/chapter-05/section-02.tex:43	tex/chapters/chapter-05/section-02.tex:43	defined
target		proposition	prop:ch05-pure-neumann-variational-implies-classical	label	tex/chapters/chapter-05/section-02.tex:51	tex/chapters/chapter-05/section-02.tex:51	defined
target		remark	rem:ch05-pure-neumann-equivalence	label	tex/chapters/chapter-05/section-02.tex:62	tex/chapters/chapter-05/section-02.tex:62	defined
target		section	sec:ch05-variational-coercivity	label	tex/chapters/chapter-05/section-03.tex:2	tex/chapters/chapter-05/section-03.tex:2	defined
target		equation	eq:ch05-best-constant-poincare	label	tex/chapters/chapter-05/section-03.tex:10	tex/chapters/chapter-05/section-03.tex:10	defined
target		proposition	prop:ch05-pure-neumann-coercivity	label	tex/chapters/chapter-05/section-03.tex:25	tex/chapters/chapter-05/section-03.tex:25	defined
target		equation	eq:ch05-boundary-poincare-inequality	label	tex/chapters/chapter-05/section-03.tex:39	tex/chapters/chapter-05/section-03.tex:39	defined
target		proposition	prop:ch05-mixed-boundary-coercivity	label	tex/chapters/chapter-05/section-03.tex:73	tex/chapters/chapter-05/section-03.tex:73	defined
target		proposition	prop:ch05-poincare-inequality	label	tex/chapters/chapter-05/section-03.tex:85	tex/chapters/chapter-05/section-03.tex:85	defined
target		section	sec:ch05-poisson-variational-approximation	label	tex/chapters/chapter-05/section-04.tex:3	tex/chapters/chapter-05/section-04.tex:3	defined
target		equation	eq:ch05-h1-interpolation-order	label	tex/chapters/chapter-05/section-04.tex:11	tex/chapters/chapter-05/section-04.tex:11	defined
target		equation	eq:ch05-conforming-subspace-condition	label	tex/chapters/chapter-05/section-04.tex:18	tex/chapters/chapter-05/section-04.tex:18	defined
target		equation	eq:ch05-interpolated-space-condition	label	tex/chapters/chapter-05/section-04.tex:25	tex/chapters/chapter-05/section-04.tex:25	defined
target		theorem	thm:ch05-poisson-h1-error	label	tex/chapters/chapter-05/section-04.tex:32	tex/chapters/chapter-05/section-04.tex:32	defined
target		equation	eq:ch05-dual-poisson-problem	label	tex/chapters/chapter-05/section-04.tex:57	tex/chapters/chapter-05/section-04.tex:57	defined
target		equation	eq:ch05-dual-poisson-variational-problem	label	tex/chapters/chapter-05/section-04.tex:68	tex/chapters/chapter-05/section-04.tex:68	defined
target		equation	eq:ch05-elliptic-regularity-h2	label	tex/chapters/chapter-05/section-04.tex:86	tex/chapters/chapter-05/section-04.tex:86	defined
target		theorem	thm:ch05-poisson-l2-error	label	tex/chapters/chapter-05/section-04.tex:93	tex/chapters/chapter-05/section-04.tex:93	defined
target		equation	eq:ch05-inhomogeneous-boundary-data	label	tex/chapters/chapter-05/section-04.tex:107	tex/chapters/chapter-05/section-04.tex:107	defined
