Record Type	Original Reference	Target Object	LaTeX Label	Command	Translation Location	Target Location	Status
target		chapter	chap:ch11-planar-elasticity	label	tex/chapters/chapter-11.tex:4	tex/chapters/chapter-11.tex:4	defined
target		section	sec:ch11-boundary-value-problems	label	tex/chapters/chapter-11/section-01.tex:3	tex/chapters/chapter-11/section-01.tex:3	defined
target		equation	eq:ch11-symmetric-gradient-identity	label	tex/chapters/chapter-11/section-01.tex:74	tex/chapters/chapter-11/section-01.tex:74	defined
target		equation	eq:ch11-static-elasticity-equation	label	tex/chapters/chapter-11/section-01.tex:83	tex/chapters/chapter-11/section-01.tex:83	defined
target		equation	eq:ch11-stress-tensor	label	tex/chapters/chapter-11/section-01.tex:91	tex/chapters/chapter-11/section-01.tex:91	defined
target		equation	eq:ch11-displacement-boundary-condition	label	tex/chapters/chapter-11/section-01.tex:104	tex/chapters/chapter-11/section-01.tex:104	defined
target		equation	eq:ch11-traction-boundary-condition	label	tex/chapters/chapter-11/section-01.tex:111	tex/chapters/chapter-11/section-01.tex:111	defined
target		equation	eq:ch11-rigid-motions-space	label	tex/chapters/chapter-11/section-01.tex:120	tex/chapters/chapter-11/section-01.tex:120	defined
target		equation	eq:ch11-rigid-motion-strain-zero	label	tex/chapters/chapter-11/section-01.tex:129	tex/chapters/chapter-11/section-01.tex:129	defined
target		section	sec:ch11-weak-form-korn	label	tex/chapters/chapter-11/section-02.tex:3	tex/chapters/chapter-11/section-02.tex:3	defined
target		equation	eq:ch11-elasticity-weak-problem	label	tex/chapters/chapter-11/section-02.tex:22	tex/chapters/chapter-11/section-02.tex:22	defined
target		equation	eq:ch11-elasticity-bilinear-form	label	tex/chapters/chapter-11/section-02.tex:31	tex/chapters/chapter-11/section-02.tex:31	defined
target		lemma	lem:ch11-divergence-right-inverse	label	tex/chapters/chapter-11/section-02.tex:45	tex/chapters/chapter-11/section-02.tex:45	defined
