Record Type	Original Reference	Target Object	LaTeX Label	Command	Translation Location	Target Location	Status
target		section	sec:ch3-semidiscrete-existence	label	tex/chapters/chapter-03/section-04.tex:3	tex/chapters/chapter-03/section-04.tex:3	defined
target		subsection	subsec:ch3-semidiscrete-formulation	label	tex/chapters/chapter-03/section-04.tex:7	tex/chapters/chapter-03/section-04.tex:7	defined
target		equation	eq:ch3-semidiscrete-vs-definition	label	tex/chapters/chapter-03/section-04.tex:14	tex/chapters/chapter-03/section-04.tex:14	defined
target		equation	eq:ch3-semidiscrete-hs-norm	label	tex/chapters/chapter-03/section-04.tex:23	tex/chapters/chapter-03/section-04.tex:23	defined
target		equation	eq:ch3-semidiscrete-vs-embedding	label	tex/chapters/chapter-03/section-04.tex:28	tex/chapters/chapter-03/section-04.tex:28	defined
target		lemma	lem:ch3-semidiscrete-trilinear-continuity	label	tex/chapters/chapter-03/section-04.tex:34	tex/chapters/chapter-03/section-04.tex:34	defined
target		equation	eq:ch3-semidiscrete-trilinear-estimate	label	tex/chapters/chapter-03/section-04.tex:38	tex/chapters/chapter-03/section-04.tex:38	defined
target		equation	eq:ch3-semidiscrete-sobolev-exponent	label	tex/chapters/chapter-03/section-04.tex:58	tex/chapters/chapter-03/section-04.tex:58	defined
target		equation	eq:ch3-semidiscrete-trilinear-estimate-dense	label	tex/chapters/chapter-03/section-04.tex:67	tex/chapters/chapter-03/section-04.tex:67	defined
target		lemma	lem:ch3-semidiscrete-bu-vs-dual	label	tex/chapters/chapter-03/section-04.tex:74	tex/chapters/chapter-03/section-04.tex:74	defined
target		unknown	prob:ch3-semidiscrete-variational	label	tex/chapters/chapter-03/section-04.tex:96	tex/chapters/chapter-03/section-04.tex:96	defined
target		equation	eq:ch3-semidiscrete-force	label	tex/chapters/chapter-03/section-04.tex:100	tex/chapters/chapter-03/section-04.tex:100	defined
target		equation	eq:ch3-semidiscrete-initial-data	label	tex/chapters/chapter-03/section-04.tex:104	tex/chapters/chapter-03/section-04.tex:104	defined
target		equation	eq:ch3-semidiscrete-solution-space	label	tex/chapters/chapter-03/section-04.tex:109	tex/chapters/chapter-03/section-04.tex:109	defined
target		equation	eq:ch3-semidiscrete-variational-equation	label	tex/chapters/chapter-03/section-04.tex:114	tex/chapters/chapter-03/section-04.tex:114	defined
