Record Type	Original Reference	Target Object	LaTeX Label	Command	Translation Location	Target Location	Status
target		section	sec:ch3-compactness	label	tex/chapters/chapter-03/section-02.tex:3	tex/chapters/chapter-03/section-02.tex:3	defined
target		subsection	subsec:ch3-compactness-preliminary	label	tex/chapters/chapter-03/section-02.tex:12	tex/chapters/chapter-03/section-02.tex:12	defined
target		lemma	lem:ch3-compactness-interpolation	label	tex/chapters/chapter-03/section-02.tex:17	tex/chapters/chapter-03/section-02.tex:17	defined
target		equation	eq:ch3-compactness-space-chain	label	tex/chapters/chapter-03/section-02.tex:21	tex/chapters/chapter-03/section-02.tex:21	defined
target		equation	eq:ch3-compactness-compact-injection	label	tex/chapters/chapter-03/section-02.tex:26	tex/chapters/chapter-03/section-02.tex:26	defined
target		equation	eq:ch3-compactness-interpolation-inequality	label	tex/chapters/chapter-03/section-02.tex:32	tex/chapters/chapter-03/section-02.tex:32	defined
target		equation	eq:ch3-compactness-normalized-inequality	label	tex/chapters/chapter-03/section-02.tex:54	tex/chapters/chapter-03/section-02.tex:54	defined
target		equation	eq:ch3-compactness-x1-zero	label	tex/chapters/chapter-03/section-02.tex:60	tex/chapters/chapter-03/section-02.tex:60	defined
target		subsection	subsec:ch3-compactness-banach	label	tex/chapters/chapter-03/section-02.tex:71	tex/chapters/chapter-03/section-02.tex:71	defined
target		equation	eq:ch3-compactness-banach-chain	label	tex/chapters/chapter-03/section-02.tex:75	tex/chapters/chapter-03/section-02.tex:75	defined
target		equation	eq:ch3-compactness-reflexive-spaces	label	tex/chapters/chapter-03/section-02.tex:80	tex/chapters/chapter-03/section-02.tex:80	defined
target		equation	eq:ch3-compactness-banach-compact-injection	label	tex/chapters/chapter-03/section-02.tex:84	tex/chapters/chapter-03/section-02.tex:84	defined
target		equation	eq:ch3-compactness-y-space	label	tex/chapters/chapter-03/section-02.tex:91	tex/chapters/chapter-03/section-02.tex:91	defined
target		equation	eq:ch3-compactness-y-definition	label	tex/chapters/chapter-03/section-02.tex:96	tex/chapters/chapter-03/section-02.tex:96	defined
target		equation	eq:ch3-compactness-y-norm	label	tex/chapters/chapter-03/section-02.tex:104	tex/chapters/chapter-03/section-02.tex:104	defined
target		theorem	thm:ch3-compactness-aubin-lions-banach	label	tex/chapters/chapter-03/section-02.tex:114	tex/chapters/chapter-03/section-02.tex:114	defined
target		equation	eq:ch3-compactness-y-weak-convergence	label	tex/chapters/chapter-03/section-02.tex:125	tex/chapters/chapter-03/section-02.tex:125	defined
target		equation	eq:ch3-compactness-component-weak-convergence	label	tex/chapters/chapter-03/section-02.tex:135	tex/chapters/chapter-03/section-02.tex:135	defined
target		equation	eq:ch3-compactness-banach-strong-goal	label	tex/chapters/chapter-03/section-02.tex:141	tex/chapters/chapter-03/section-02.tex:141	defined
target		equation	eq:ch3-compactness-banach-x1-strong-goal	label	tex/chapters/chapter-03/section-02.tex:148	tex/chapters/chapter-03/section-02.tex:148	defined
target		equation	eq:ch3-compactness-banach-interpolation-bound	label	tex/chapters/chapter-03/section-02.tex:160	tex/chapters/chapter-03/section-02.tex:160	defined
target		equation	eq:ch3-compactness-banach-limsup	label	tex/chapters/chapter-03/section-02.tex:165	tex/chapters/chapter-03/section-02.tex:165	defined
target		equation	eq:ch3-compactness-y-continuous-injection	label	tex/chapters/chapter-03/section-02.tex:172	tex/chapters/chapter-03/section-02.tex:172	defined
target		equation	eq:ch3-compactness-banach-pointwise-bound	label	tex/chapters/chapter-03/section-02.tex:180	tex/chapters/chapter-03/section-02.tex:180	defined
target		equation	eq:ch3-compactness-banach-pointwise-convergence	label	tex/chapters/chapter-03/section-02.tex:186	tex/chapters/chapter-03/section-02.tex:186	defined
target		equation	eq:ch3-compactness-banach-decomposition	label	tex/chapters/chapter-03/section-02.tex:203	tex/chapters/chapter-03/section-02.tex:203	defined
target		equation	eq:ch3-compactness-banach-decomposition-terms	label	tex/chapters/chapter-03/section-02.tex:210	tex/chapters/chapter-03/section-02.tex:210	defined
target		subsection	subsec:ch3-compactness-fractional	label	tex/chapters/chapter-03/section-02.tex:226	tex/chapters/chapter-03/section-02.tex:226	defined
target		equation	eq:ch3-compactness-hilbert-chain	label	tex/chapters/chapter-03/section-02.tex:232	tex/chapters/chapter-03/section-02.tex:232	defined
target		equation	eq:ch3-compactness-hilbert-compact-injection	label	tex/chapters/chapter-03/section-02.tex:237	tex/chapters/chapter-03/section-02.tex:237	defined
target		equation	eq:ch3-compactness-fourier-transform	label	tex/chapters/chapter-03/section-02.tex:242	tex/chapters/chapter-03/section-02.tex:242	defined
target		equation	eq:ch3-compactness-fractional-derivative	label	tex/chapters/chapter-03/section-02.tex:247	tex/chapters/chapter-03/section-02.tex:247	defined
target		equation	eq:ch3-compactness-fractional-space	label	tex/chapters/chapter-03/section-02.tex:254	tex/chapters/chapter-03/section-02.tex:254	defined
target		equation	eq:ch3-compactness-supported-fractional-space	label	tex/chapters/chapter-03/section-02.tex:269	tex/chapters/chapter-03/section-02.tex:269	defined
target		theorem	thm:ch3-compactness-fractional	label	tex/chapters/chapter-03/section-02.tex:275	tex/chapters/chapter-03/section-02.tex:275	defined
target		equation	eq:ch3-compactness-fractional-x0-weak	label	tex/chapters/chapter-03/section-02.tex:289	tex/chapters/chapter-03/section-02.tex:289	defined
target		equation	eq:ch3-compactness-fractional-derivative-weak	label	tex/chapters/chapter-03/section-02.tex:294	tex/chapters/chapter-03/section-02.tex:294	defined
target		equation	eq:ch3-compactness-fractional-x-strong-goal	label	tex/chapters/chapter-03/section-02.tex:299	tex/chapters/chapter-03/section-02.tex:299	defined
target		equation	eq:ch3-compactness-fractional-x1-strong-goal	label	tex/chapters/chapter-03/section-02.tex:305	tex/chapters/chapter-03/section-02.tex:305	defined
target		equation	eq:ch3-compactness-fractional-interpolation	label	tex/chapters/chapter-03/section-02.tex:312	tex/chapters/chapter-03/section-02.tex:312	defined
target		equation	eq:ch3-compactness-fractional-interpolation-bound	label	tex/chapters/chapter-03/section-02.tex:318	tex/chapters/chapter-03/section-02.tex:318	defined
target		equation	eq:ch3-compactness-parseval-integral	label	tex/chapters/chapter-03/section-02.tex:330	tex/chapters/chapter-03/section-02.tex:330	defined
target		equation	eq:ch3-compactness-parseval-goal	label	tex/chapters/chapter-03/section-02.tex:336	tex/chapters/chapter-03/section-02.tex:336	defined
target		equation	eq:ch3-compactness-low-frequency-goal	label	tex/chapters/chapter-03/section-02.tex:368	tex/chapters/chapter-03/section-02.tex:368	defined
target		equation	eq:ch3-compactness-fourier-pointwise-bound	label	tex/chapters/chapter-03/section-02.tex:385	tex/chapters/chapter-03/section-02.tex:385	defined
target		theorem	thm:ch3-compactness-y-hilbert	label	tex/chapters/chapter-03/section-02.tex:402	tex/chapters/chapter-03/section-02.tex:402	defined
target		equation	eq:ch3-compactness-zero-extension-derivative	label	tex/chapters/chapter-03/section-02.tex:416	tex/chapters/chapter-03/section-02.tex:416	defined
target		equation	eq:ch3-compactness-extension-derivative-definition	label	tex/chapters/chapter-03/section-02.tex:421	tex/chapters/chapter-03/section-02.tex:421	defined
target		equation	eq:ch3-compactness-extension-fourier-identity	label	tex/chapters/chapter-03/section-02.tex:427	tex/chapters/chapter-03/section-02.tex:427	defined
target		equation	eq:ch3-compactness-extension-g-fourier-bound	label	tex/chapters/chapter-03/section-02.tex:435	tex/chapters/chapter-03/section-02.tex:435	defined
target		equation	eq:ch3-compactness-extension-fourier-decay	label	tex/chapters/chapter-03/section-02.tex:447	tex/chapters/chapter-03/section-02.tex:447	defined
target		equation	eq:ch3-compactness-extension-fractional-bound	label	tex/chapters/chapter-03/section-02.tex:484	tex/chapters/chapter-03/section-02.tex:484	defined
reference	第 \ref{chap:steady-state-navier-stokes} 章给出的紧性定理不足以处理非线性演化问题. 本节的目标是证明适用于本章其余部分中非线性问题的若干紧性定理.	chapter	chap:steady-state-navier-stokes	ref	tex/chapters/chapter-03/section-02.tex:4	tex/chapters/chapter-02.tex:5	resolved
