Record Type	Original Reference	Target Object	LaTeX Label	Command	Translation Location	Target Location	Status
target		chapter	chap:steady-state-navier-stokes	label	tex/chapters/chapter-02.tex:4	tex/chapters/chapter-02.tex:4	defined
target		section	sec:ch2-existence-uniqueness	label	tex/chapters/chapter-02/section-01.tex:3	tex/chapters/chapter-02/section-01.tex:3	defined
target		subsection	subsec:ch2-sobolev-compactness	label	tex/chapters/chapter-02/section-01.tex:23	tex/chapters/chapter-02/section-01.tex:23	defined
target		equation	eq:ch2-sobolev-rn-embeddings	label	tex/chapters/chapter-02/section-01.tex:47	tex/chapters/chapter-02/section-01.tex:47	defined
target		equation	eq:ch2-sobolev-extension-operator	label	tex/chapters/chapter-02/section-01.tex:54	tex/chapters/chapter-02/section-01.tex:54	defined
target		equation	eq:ch2-sobolev-domain-embeddings	label	tex/chapters/chapter-02/section-01.tex:74	tex/chapters/chapter-02/section-01.tex:74	defined
target		equation	eq:ch2-h01-sobolev-embeddings	label	tex/chapters/chapter-02/section-01.tex:97	tex/chapters/chapter-02/section-01.tex:97	defined
target		theorem	thm:ch2-sobolev-compact-embedding	label	tex/chapters/chapter-02/section-01.tex:104	tex/chapters/chapter-02/section-01.tex:104	defined
target		equation	eq:ch2-compact-embedding-bounded-domain	label	tex/chapters/chapter-02/section-01.tex:108	tex/chapters/chapter-02/section-01.tex:108	defined
target		equation	eq:ch2-compact-embedding-zero-boundary	label	tex/chapters/chapter-02/section-01.tex:115	tex/chapters/chapter-02/section-01.tex:115	defined
target		equation	eq:ch2-local-compact-restriction	label	tex/chapters/chapter-02/section-01.tex:124	tex/chapters/chapter-02/section-01.tex:124	defined
target		subsection	subsec:ch2-homogeneous-navier-stokes	label	tex/chapters/chapter-02/section-01.tex:133	tex/chapters/chapter-02/section-01.tex:133	defined
target		equation	eq:ch2-homogeneous-momentum	label	tex/chapters/chapter-02/section-01.tex:139	tex/chapters/chapter-02/section-01.tex:139	defined
target		equation	eq:ch2-homogeneous-incompressibility	label	tex/chapters/chapter-02/section-01.tex:143	tex/chapters/chapter-02/section-01.tex:143	defined
target		equation	eq:ch2-homogeneous-boundary	label	tex/chapters/chapter-02/section-01.tex:147	tex/chapters/chapter-02/section-01.tex:147	defined
target		equation	eq:ch2-homogeneous-smooth-variational	label	tex/chapters/chapter-02/section-01.tex:152	tex/chapters/chapter-02/section-01.tex:152	defined
target		equation	eq:ch2-trilinear-form-definition	label	tex/chapters/chapter-02/section-01.tex:157	tex/chapters/chapter-02/section-01.tex:157	defined
target		equation	eq:ch2-v-tilde-definition	label	tex/chapters/chapter-02/section-01.tex:166	tex/chapters/chapter-02/section-01.tex:166	defined
target		equation	eq:ch2-v-tilde-norm	label	tex/chapters/chapter-02/section-01.tex:171	tex/chapters/chapter-02/section-01.tex:171	defined
target		equation	eq:ch2-vs-definition	label	tex/chapters/chapter-02/section-01.tex:177	tex/chapters/chapter-02/section-01.tex:177	defined
target		equation	eq:ch2-vs-norm	label	tex/chapters/chapter-02/section-01.tex:184	tex/chapters/chapter-02/section-01.tex:184	defined
target		lemma	lem:ch2-trilinear-continuity	label	tex/chapters/chapter-02/section-01.tex:193	tex/chapters/chapter-02/section-01.tex:193	defined
