Record Type	Original Reference	Target Object	LaTeX Label	Command	Translation Location	Target Location	Status
target		chapter	chap:steady-state-stokes	label	tex/chapters/chapter-01.tex:4	tex/chapters/chapter-01.tex:4	defined
target		section	sec:ch1-function-spaces	label	tex/chapters/chapter-01/section-01.tex:2	tex/chapters/chapter-01/section-01.tex:2	defined
target		subsection	subsec:ch1-notation	label	tex/chapters/chapter-01/section-01.tex:15	tex/chapters/chapter-01/section-01.tex:15	defined
target		equation	eq:ch1-multi-index-derivative	label	tex/chapters/chapter-01/section-01.tex:31	tex/chapters/chapter-01/section-01.tex:31	defined
target		equation	eq:ch1-multi-index-order	label	tex/chapters/chapter-01/section-01.tex:36	tex/chapters/chapter-01/section-01.tex:36	defined
target		equation	eq:ch1-domain-cr-condition	label	tex/chapters/chapter-01/section-01.tex:46	tex/chapters/chapter-01/section-01.tex:46	defined
target		equation	eq:ch1-domain-lipschitz-condition	label	tex/chapters/chapter-01/section-01.tex:53	tex/chapters/chapter-01/section-01.tex:53	defined
target		figure	fig:ch1-domain-example	label	tex/chapters/chapter-01/section-01.tex:65	tex/chapters/chapter-01/section-01.tex:65	defined
target		equation	eq:ch1-lp-norm	label	tex/chapters/chapter-01/section-01.tex:73	tex/chapters/chapter-01/section-01.tex:73	defined
target		equation	eq:ch1-l2-inner-product	label	tex/chapters/chapter-01/section-01.tex:82	tex/chapters/chapter-01/section-01.tex:82	defined
target		equation	eq:ch1-sobolev-norm	label	tex/chapters/chapter-01/section-01.tex:89	tex/chapters/chapter-01/section-01.tex:89	defined
target		equation	eq:ch1-sobolev-inner-product	label	tex/chapters/chapter-01/section-01.tex:94	tex/chapters/chapter-01/section-01.tex:94	defined
target		equation	eq:ch1-poincare-inequality	label	tex/chapters/chapter-01/section-01.tex:118	tex/chapters/chapter-01/section-01.tex:118	defined
target		equation	eq:ch1-h01-gradient-norm	label	tex/chapters/chapter-01/section-01.tex:123	tex/chapters/chapter-01/section-01.tex:123	defined
target		equation	eq:ch1-h01-gradient-inner-product	label	tex/chapters/chapter-01/section-01.tex:128	tex/chapters/chapter-01/section-01.tex:128	defined
target		equation	eq:ch1-test-divergence-free-space	label	tex/chapters/chapter-01/section-01.tex:135	tex/chapters/chapter-01/section-01.tex:135	defined
target		subsection	subsec:ch1-density-theorem	label	tex/chapters/chapter-01/section-01.tex:140	tex/chapters/chapter-01/section-01.tex:140	defined
target		equation	eq:ch1-e-space-inner-product	label	tex/chapters/chapter-01/section-01.tex:149	tex/chapters/chapter-01/section-01.tex:149	defined
target		theorem	thm:ch1-density-in-e	label	tex/chapters/chapter-01/section-01.tex:161	tex/chapters/chapter-01/section-01.tex:161	defined
target		equation	eq:ch1-mollifier-l2-convergence	label	tex/chapters/chapter-01/section-01.tex:178	tex/chapters/chapter-01/section-01.tex:178	defined
target		equation	eq:ch1-partition-of-unity	label	tex/chapters/chapter-01/section-01.tex:199	tex/chapters/chapter-01/section-01.tex:199	defined
target		lemma	lem:ch1-dilation-distribution	label	tex/chapters/chapter-01/section-01.tex:222	tex/chapters/chapter-01/section-01.tex:222	defined
target		equation	eq:ch1-dilated-distribution-definition	label	tex/chapters/chapter-01/section-01.tex:230	tex/chapters/chapter-01/section-01.tex:230	defined
target		equation	eq:ch1-dilated-distribution-derivative	label	tex/chapters/chapter-01/section-01.tex:236	tex/chapters/chapter-01/section-01.tex:236	defined
target		subsection	subsec:ch1-trace-theorem	label	tex/chapters/chapter-01/section-01.tex:267	tex/chapters/chapter-01/section-01.tex:267	defined
target		theorem	thm:ch1-normal-trace	label	tex/chapters/chapter-01/section-01.tex:275	tex/chapters/chapter-01/section-01.tex:275	defined
target		equation	eq:ch1-normal-trace-smooth	label	tex/chapters/chapter-01/section-01.tex:280	tex/chapters/chapter-01/section-01.tex:280	defined
target		equation	eq:ch1-generalized-stokes-formula	label	tex/chapters/chapter-01/section-01.tex:286	tex/chapters/chapter-01/section-01.tex:286	defined
