Record Type	Original Reference	Target Object	LaTeX Label	Command	Translation Location	Target Location	Status
target		chapter	chap:navier-stokes-theory-approx	label	tex/chapters/chapter-04-section-01.tex:16	tex/chapters/chapter-04-section-01.tex:16	defined
target		section	sec:navier-stokes-nonlinear-problems	label	tex/chapters/chapter-04-section-01.tex:25	tex/chapters/chapter-04-section-01.tex:25	defined
target		equation	eq:navier-abstract-q-first	label	tex/chapters/chapter-04-section-01.tex:52	tex/chapters/chapter-04-section-01.tex:52	defined
target		equation	eq:navier-abstract-q-second	label	tex/chapters/chapter-04-section-01.tex:54	tex/chapters/chapter-04-section-01.tex:54	defined
target		equation	eq:navier-abstract-q-operator-first	label	tex/chapters/chapter-04-section-01.tex:68	tex/chapters/chapter-04-section-01.tex:68	defined
target		equation	eq:navier-abstract-q-operator-second	label	tex/chapters/chapter-04-section-01.tex:69	tex/chapters/chapter-04-section-01.tex:69	defined
target		equation	eq:navier-abstract-p	label	tex/chapters/chapter-04-section-01.tex:76	tex/chapters/chapter-04-section-01.tex:76	defined
target		equation	eq:navier-abstract-p-operator	label	tex/chapters/chapter-04-section-01.tex:81	tex/chapters/chapter-04-section-01.tex:81	defined
target		theorem	thm:navier-brouwer-fixed-point	label	tex/chapters/chapter-04-section-01.tex:96	tex/chapters/chapter-04-section-01.tex:96	defined
target		corollary	cor:navier-finite-dimensional-zero	label	tex/chapters/chapter-04-section-01.tex:102	tex/chapters/chapter-04-section-01.tex:102	defined
target		equation	eq:navier-finite-dimensional-outward-condition	label	tex/chapters/chapter-04-section-01.tex:106	tex/chapters/chapter-04-section-01.tex:106	defined
target		equation	eq:navier-finite-dimensional-zero	label	tex/chapters/chapter-04-section-01.tex:111	tex/chapters/chapter-04-section-01.tex:111	defined
target		theorem	thm:navier-abstract-existence	label	tex/chapters/chapter-04-section-01.tex:141	tex/chapters/chapter-04-section-01.tex:141	defined
target		equation	eq:navier-abstract-coercivity	label	tex/chapters/chapter-04-section-01.tex:145	tex/chapters/chapter-04-section-01.tex:145	defined
target		equation	eq:navier-abstract-weak-continuity	label	tex/chapters/chapter-04-section-01.tex:155	tex/chapters/chapter-04-section-01.tex:155	defined
target		equation	eq:navier-galerkin-problem	label	tex/chapters/chapter-04-section-01.tex:177	tex/chapters/chapter-04-section-01.tex:177	defined
target		equation	eq:navier-galerkin-uniform-bound	label	tex/chapters/chapter-04-section-01.tex:222	tex/chapters/chapter-04-section-01.tex:222	defined
target		remark	rem:navier-general-existence-context	label	tex/chapters/chapter-04-section-01.tex:254	tex/chapters/chapter-04-section-01.tex:254	defined
target		equation	eq:navier-abstract-uniform-ellipticity	label	tex/chapters/chapter-04-section-01.tex:277	tex/chapters/chapter-04-section-01.tex:277	defined
target		equation	eq:navier-abstract-local-lipschitz	label	tex/chapters/chapter-04-section-01.tex:286	tex/chapters/chapter-04-section-01.tex:286	defined
target		theorem	thm:navier-abstract-uniqueness	label	tex/chapters/chapter-04-section-01.tex:294	tex/chapters/chapter-04-section-01.tex:294	defined
target		equation	eq:navier-abstract-small-data-condition	label	tex/chapters/chapter-04-section-01.tex:297	tex/chapters/chapter-04-section-01.tex:297	defined
target		equation	eq:navier-abstract-inverse-bound	label	tex/chapters/chapter-04-section-01.tex:309	tex/chapters/chapter-04-section-01.tex:309	defined
target		remark	rem:navier-successive-approximations	label	tex/chapters/chapter-04-section-01.tex:348	tex/chapters/chapter-04-section-01.tex:348	defined
target		equation	eq:navier-successive-approximation	label	tex/chapters/chapter-04-section-01.tex:356	tex/chapters/chapter-04-section-01.tex:356	defined
target		theorem	thm:navier-abstract-lagrange-multiplier	label	tex/chapters/chapter-04-section-01.tex:373	tex/chapters/chapter-04-section-01.tex:373	defined
target		equation	eq:navier-abstract-inf-sup	label	tex/chapters/chapter-04-section-01.tex:375	tex/chapters/chapter-04-section-01.tex:375	defined
target		remark	rem:navier-abstract-mixed-iteration	label	tex/chapters/chapter-04-section-01.tex:393	tex/chapters/chapter-04-section-01.tex:393	defined
target		equation	eq:navier-abstract-mixed-iteration	label	tex/chapters/chapter-04-section-01.tex:396	tex/chapters/chapter-04-section-01.tex:396	defined
target		equation	eq:navier-abstract-mixed-iteration-convergence	label	tex/chapters/chapter-04-section-01.tex:412	tex/chapters/chapter-04-section-01.tex:412	defined
reference	本节研究 Chapter~\ref{chap:stokes-foundations} 的	chapter	chap:stokes-foundations	ref	tex/chapters/chapter-04-section-01.tex:29	tex/chapters/chapter-01-section-01-part-01.tex:5	resolved
reference	Section~\ref{sec:abstract-variational-problem} 中所分析抽象变分问题的一种非线性推广.	section	sec:abstract-variational-problem	ref	tex/chapters/chapter-04-section-01.tex:30	tex/chapters/chapter-01-section-04-part-01.tex:5	resolved
reference	我们沿用 Section~\ref{sec:abstract-variational-problem} 的记号.	section	sec:abstract-variational-problem	ref	tex/chapters/chapter-04-section-01.tex:33	tex/chapters/chapter-01-section-04-part-01.tex:5	resolved
reference	Theorem~\ref{thm:navier-brouwer-fixed-point}:	theorem	thm:navier-brouwer-fixed-point	ref	tex/chapters/chapter-04-section-01.tex:125	tex/chapters/chapter-04-section-01.tex:96	resolved
reference	这与 \eqref{eq:navier-finite-dimensional-outward-condition} 矛盾.	equation	eq:navier-finite-dimensional-outward-condition	eqref	tex/chapters/chapter-04-section-01.tex:134	tex/chapters/chapter-04-section-01.tex:106	resolved
reference	由假设 \eqref{eq:navier-abstract-coercivity} 得	equation	eq:navier-abstract-coercivity	eqref	tex/chapters/chapter-04-section-01.tex:200	tex/chapters/chapter-04-section-01.tex:145	resolved
reference	此外, 由假设 \eqref{eq:navier-abstract-weak-continuity},	equation	eq:navier-abstract-weak-continuity	eqref	tex/chapters/chapter-04-section-01.tex:212	tex/chapters/chapter-04-section-01.tex:155	resolved
reference	可以应用 Corollary~\ref{cor:navier-finite-dimensional-zero}:	corollary	cor:navier-finite-dimensional-zero	ref	tex/chapters/chapter-04-section-01.tex:214	tex/chapters/chapter-04-section-01.tex:102	resolved
reference	由 \eqref{eq:navier-galerkin-uniform-bound}, 序列 $(u_m)$ 在 $V$ 中有界.	equation	eq:navier-galerkin-uniform-bound	eqref	tex/chapters/chapter-04-section-01.tex:228	tex/chapters/chapter-04-section-01.tex:222	resolved
reference	于是由假设 \eqref{eq:navier-abstract-weak-continuity},	equation	eq:navier-abstract-weak-continuity	eqref	tex/chapters/chapter-04-section-01.tex:234	tex/chapters/chapter-04-section-01.tex:155	resolved
reference	在 \eqref{eq:navier-galerkin-problem} 中取 $v=w_i$ 和 $m=m_p\geq i$, 得	equation	eq:navier-galerkin-problem	eqref	tex/chapters/chapter-04-section-01.tex:240	tex/chapters/chapter-04-section-01.tex:177	resolved
reference	显然, Theorem~\ref{thm:navier-abstract-existence} 在更一般的背景下仍成立:	theorem	thm:navier-abstract-existence	ref	tex/chapters/chapter-04-section-01.tex:255	tex/chapters/chapter-04-section-01.tex:141	resolved
reference	\eqref{eq:navier-abstract-coercivity} 和	equation	eq:navier-abstract-coercivity	eqref	tex/chapters/chapter-04-section-01.tex:272	tex/chapters/chapter-04-section-01.tex:145	resolved
reference	\eqref{eq:navier-abstract-weak-continuity} 更强的假设. 具体假设如下:	equation	eq:navier-abstract-weak-continuity	eqref	tex/chapters/chapter-04-section-01.tex:273	tex/chapters/chapter-04-section-01.tex:155	resolved
reference	假设 \eqref{eq:navier-abstract-uniform-ellipticity} 和	equation	eq:navier-abstract-uniform-ellipticity	eqref	tex/chapters/chapter-04-section-01.tex:295	tex/chapters/chapter-04-section-01.tex:277	resolved
reference	\eqref{eq:navier-abstract-local-lipschitz} 成立. 则在条件	equation	eq:navier-abstract-local-lipschitz	eqref	tex/chapters/chapter-04-section-01.tex:296	tex/chapters/chapter-04-section-01.tex:286	resolved
reference	由假设 \eqref{eq:navier-abstract-uniform-ellipticity} 和	equation	eq:navier-abstract-uniform-ellipticity	eqref	tex/chapters/chapter-04-section-01.tex:305	tex/chapters/chapter-04-section-01.tex:277	resolved
reference	Lax--Milgram Theorem~\ref{thm:lax-milgram},	theorem	thm:lax-milgram	ref	tex/chapters/chapter-04-section-01.tex:306	tex/chapters/chapter-01-section-01-part-03.tex:120	resolved
reference	和 \eqref{eq:navier-abstract-inverse-bound}, 得	equation	eq:navier-abstract-inverse-bound	eqref	tex/chapters/chapter-04-section-01.tex:331	tex/chapters/chapter-04-section-01.tex:309	resolved
reference	因此 \eqref{eq:navier-abstract-local-lipschitz} 给出	equation	eq:navier-abstract-local-lipschitz	eqref	tex/chapters/chapter-04-section-01.tex:337	tex/chapters/chapter-04-section-01.tex:286	resolved
reference	所以, 由 \eqref{eq:navier-abstract-small-data-condition},	equation	eq:navier-abstract-small-data-condition	eqref	tex/chapters/chapter-04-section-01.tex:342	tex/chapters/chapter-04-section-01.tex:297	resolved
reference	\eqref{eq:navier-abstract-q-operator-first} 的 $\lambda\in M$.	equation	eq:navier-abstract-q-operator-first	eqref	tex/chapters/chapter-04-section-01.tex:385	tex/chapters/chapter-04-section-01.tex:68	resolved
reference	此外, inf-sup 条件 \eqref{eq:navier-abstract-inf-sup} 与	equation	eq:navier-abstract-inf-sup	eqref	tex/chapters/chapter-04-section-01.tex:387	tex/chapters/chapter-04-section-01.tex:375	resolved
reference	Lemma~\ref{lem:ch4-abstract-div} 蕴含 $B'$ 是从 $M$ 到 $V^0$ 的同构.	lemma	lem:ch4-abstract-div	ref	tex/chapters/chapter-04-section-01.tex:388	tex/chapters/chapter-01-section-04-part-01.tex:120	resolved
