Record Type	Original Reference	Target Object	LaTeX Label	Command	Translation Location	Target Location	Status
target		section	sec:navier-centered-finite-elements	label	tex/chapters/chapter-04-section-04-part-01.tex:4	tex/chapters/chapter-04-section-04-part-01.tex:4	defined
target		subsection	subsec:navier-centered-discontinuous-pressure	label	tex/chapters/chapter-04-section-04-part-01.tex:14	tex/chapters/chapter-04-section-04-part-01.tex:14	defined
target		equation	eq:navier-centered-continuous-mixed	label	tex/chapters/chapter-04-section-04-part-01.tex:35	tex/chapters/chapter-04-section-04-part-01.tex:35	defined
target		equation	eq:navier-centered-discrete-mixed	label	tex/chapters/chapter-04-section-04-part-01.tex:49	tex/chapters/chapter-04-section-04-part-01.tex:49	defined
target		equation	eq:navier-centered-h1-approximation	label	tex/chapters/chapter-04-section-04-part-01.tex:68	tex/chapters/chapter-04-section-04-part-01.tex:68	defined
target		equation	eq:navier-centered-h2-approximation	label	tex/chapters/chapter-04-section-04-part-01.tex:77	tex/chapters/chapter-04-section-04-part-01.tex:77	defined
target		equation	eq:navier-centered-h3-infsup	label	tex/chapters/chapter-04-section-04-part-01.tex:86	tex/chapters/chapter-04-section-04-part-01.tex:86	defined
target		theorem	thm:navier-centered-discontinuous-branch	label	tex/chapters/chapter-04-section-04-part-01.tex:97	tex/chapters/chapter-04-section-04-part-01.tex:97	defined
target		equation	eq:navier-centered-discontinuous-convergence	label	tex/chapters/chapter-04-section-04-part-01.tex:118	tex/chapters/chapter-04-section-04-part-01.tex:118	defined
target		equation	eq:navier-centered-discontinuous-hm-error	label	tex/chapters/chapter-04-section-04-part-01.tex:129	tex/chapters/chapter-04-section-04-part-01.tex:129	defined
target		equation	eq:navier-centered-stokes-operator	label	tex/chapters/chapter-04-section-04-part-01.tex:145	tex/chapters/chapter-04-section-04-part-01.tex:145	defined
target		equation	eq:navier-centered-stokes-operator-convergence	label	tex/chapters/chapter-04-section-04-part-01.tex:212	tex/chapters/chapter-04-section-04-part-01.tex:212	defined
target		equation	eq:navier-centered-stokes-hm-error	label	tex/chapters/chapter-04-section-04-part-01.tex:229	tex/chapters/chapter-04-section-04-part-01.tex:229	defined
target		equation	eq:navier-centered-stokes-regularity	label	tex/chapters/chapter-04-section-04-part-01.tex:335	tex/chapters/chapter-04-section-04-part-01.tex:335	defined
target		theorem	thm:navier-centered-discontinuous-l2-error	label	tex/chapters/chapter-04-section-04-part-01.tex:344	tex/chapters/chapter-04-section-04-part-01.tex:344	defined
target		equation	eq:navier-centered-discontinuous-l2-error	label	tex/chapters/chapter-04-section-04-part-01.tex:350	tex/chapters/chapter-04-section-04-part-01.tex:350	defined
target		equation	eq:navier-centered-fredholm-kernel	label	tex/chapters/chapter-04-section-04-part-01.tex:436	tex/chapters/chapter-04-section-04-part-01.tex:436	defined
target		equation	eq:navier-centered-two-dimensional-regularity	label	tex/chapters/chapter-04-section-04-part-01.tex:476	tex/chapters/chapter-04-section-04-part-01.tex:476	defined
target		remark	rem:navier-centered-q1-p0-basis	label	tex/chapters/chapter-04-section-04-part-02.tex:83	tex/chapters/chapter-04-section-04-part-02.tex:83	defined
target		subsection	subsec:navier-centered-continuous-pressure	label	tex/chapters/chapter-04-section-04-part-02.tex:90	tex/chapters/chapter-04-section-04-part-02.tex:90	defined
target		equation	eq:navier-centered-gp-discrete	label	tex/chapters/chapter-04-section-04-part-02.tex:154	tex/chapters/chapter-04-section-04-part-02.tex:154	defined
target		equation	eq:navier-centered-gp-continuous	label	tex/chapters/chapter-04-section-04-part-02.tex:193	tex/chapters/chapter-04-section-04-part-02.tex:193	defined
target		equation	eq:navier-centered-gp-stokes	label	tex/chapters/chapter-04-section-04-part-02.tex:221	tex/chapters/chapter-04-section-04-part-02.tex:221	defined
target		equation	eq:navier-centered-gp-regularity	label	tex/chapters/chapter-04-section-04-part-02.tex:236	tex/chapters/chapter-04-section-04-part-02.tex:236	defined
target		remark	rem:navier-centered-gp-pressure-quotient	label	tex/chapters/chapter-04-section-04-part-02.tex:248	tex/chapters/chapter-04-section-04-part-02.tex:248	defined
target		remark	rem:navier-centered-gp-solution-regularity	label	tex/chapters/chapter-04-section-04-part-02.tex:291	tex/chapters/chapter-04-section-04-part-02.tex:291	defined
target		remark	rem:navier-centered-gp-nonsingular-equivalence	label	tex/chapters/chapter-04-section-04-part-02.tex:300	tex/chapters/chapter-04-section-04-part-02.tex:300	defined
target		equation	eq:navier-centered-gp-discrete-stokes	label	tex/chapters/chapter-04-section-04-part-02.tex:314	tex/chapters/chapter-04-section-04-part-02.tex:314	defined
target		equation	eq:navier-centered-gp-stokes-errors	label	tex/chapters/chapter-04-section-04-part-02.tex:342	tex/chapters/chapter-04-section-04-part-02.tex:342	defined
target		equation	eq:navier-centered-gp-velocity-approximation	label	tex/chapters/chapter-04-section-04-part-02.tex:376	tex/chapters/chapter-04-section-04-part-02.tex:376	defined
target		equation	eq:navier-centered-gp-pressure-projection	label	tex/chapters/chapter-04-section-04-part-02.tex:383	tex/chapters/chapter-04-section-04-part-02.tex:383	defined
target		equation	eq:navier-centered-gp-operator-error	label	tex/chapters/chapter-04-section-04-part-02.tex:388	tex/chapters/chapter-04-section-04-part-02.tex:388	defined
target		equation	eq:navier-centered-gp-potential-lp	label	tex/chapters/chapter-04-section-04-part-02.tex:400	tex/chapters/chapter-04-section-04-part-02.tex:400	defined
target		theorem	thm:navier-centered-gp-branch	label	tex/chapters/chapter-04-section-04-part-02.tex:417	tex/chapters/chapter-04-section-04-part-02.tex:417	defined
target		equation	eq:navier-centered-gp-branch-errors	label	tex/chapters/chapter-04-section-04-part-02.tex:434	tex/chapters/chapter-04-section-04-part-02.tex:434	defined
target		equation	eq:navier-centered-gp-smooth-error	label	tex/chapters/chapter-04-section-04-part-02.tex:453	tex/chapters/chapter-04-section-04-part-02.tex:453	defined
target		remark	rem:navier-centered-gp-corrected-l2-open	label	tex/chapters/chapter-04-section-04-part-02.tex:462	tex/chapters/chapter-04-section-04-part-02.tex:462	defined
target		subsection	subsec:navier-centered-stream-vorticity	label	tex/chapters/chapter-04-section-04-part-02.tex:474	tex/chapters/chapter-04-section-04-part-02.tex:474	defined
target		equation	eq:navier-centered-stream-space	label	tex/chapters/chapter-04-section-04-part-02.tex:495	tex/chapters/chapter-04-section-04-part-02.tex:495	defined
target		equation	eq:navier-centered-stream-stokes	label	tex/chapters/chapter-04-section-04-part-03.tex:10	tex/chapters/chapter-04-section-04-part-03.tex:10	defined
target		equation	eq:navier-centered-stream-stokes-vorticity	label	tex/chapters/chapter-04-section-04-part-03.tex:22	tex/chapters/chapter-04-section-04-part-03.tex:22	defined
target		equation	eq:navier-centered-stream-stokes-pressure	label	tex/chapters/chapter-04-section-04-part-03.tex:28	tex/chapters/chapter-04-section-04-part-03.tex:28	defined
target		equation	eq:navier-centered-stream-convection-curl	label	tex/chapters/chapter-04-section-04-part-03.tex:53	tex/chapters/chapter-04-section-04-part-03.tex:53	defined
target		equation	eq:navier-centered-stream-convection-gradient	label	tex/chapters/chapter-04-section-04-part-03.tex:69	tex/chapters/chapter-04-section-04-part-03.tex:69	defined
target		equation	eq:navier-centered-stream-nonlinearity	label	tex/chapters/chapter-04-section-04-part-03.tex:84	tex/chapters/chapter-04-section-04-part-03.tex:84	defined
target		equation	eq:navier-centered-stream-continuous	label	tex/chapters/chapter-04-section-04-part-03.tex:99	tex/chapters/chapter-04-section-04-part-03.tex:99	defined
target		equation	eq:navier-centered-stream-continuous-vorticity	label	tex/chapters/chapter-04-section-04-part-03.tex:112	tex/chapters/chapter-04-section-04-part-03.tex:112	defined
target		equation	eq:navier-centered-stream-continuous-pressure	label	tex/chapters/chapter-04-section-04-part-03.tex:120	tex/chapters/chapter-04-section-04-part-03.tex:120	defined
target		equation	eq:navier-centered-stream-variable-relation	label	tex/chapters/chapter-04-section-04-part-03.tex:138	tex/chapters/chapter-04-section-04-part-03.tex:138	defined
target		equation	eq:navier-centered-stream-discrete-spaces	label	tex/chapters/chapter-04-section-04-part-03.tex:172	tex/chapters/chapter-04-section-04-part-03.tex:172	defined
target		equation	eq:navier-centered-stream-discrete-stokes	label	tex/chapters/chapter-04-section-04-part-03.tex:198	tex/chapters/chapter-04-section-04-part-03.tex:198	defined
target		equation	eq:navier-centered-stream-discrete-stokes-vorticity	label	tex/chapters/chapter-04-section-04-part-03.tex:210	tex/chapters/chapter-04-section-04-part-03.tex:210	defined
target		equation	eq:navier-centered-stream-discrete-stokes-pressure	label	tex/chapters/chapter-04-section-04-part-03.tex:216	tex/chapters/chapter-04-section-04-part-03.tex:216	defined
target		equation	eq:navier-centered-stream-discrete	label	tex/chapters/chapter-04-section-04-part-03.tex:229	tex/chapters/chapter-04-section-04-part-03.tex:229	defined
target		equation	eq:navier-centered-stream-discrete-vorticity	label	tex/chapters/chapter-04-section-04-part-03.tex:243	tex/chapters/chapter-04-section-04-part-03.tex:243	defined
target		equation	eq:navier-centered-stream-discrete-pressure	label	tex/chapters/chapter-04-section-04-part-03.tex:252	tex/chapters/chapter-04-section-04-part-03.tex:252	defined
target		theorem	thm:navier-centered-stream-branch	label	tex/chapters/chapter-04-section-04-part-03.tex:295	tex/chapters/chapter-04-section-04-part-03.tex:295	defined
target		equation	eq:navier-centered-stream-branch-error	label	tex/chapters/chapter-04-section-04-part-03.tex:314	tex/chapters/chapter-04-section-04-part-03.tex:314	defined
target		equation	eq:navier-centered-stream-smooth-error	label	tex/chapters/chapter-04-section-04-part-03.tex:346	tex/chapters/chapter-04-section-04-part-03.tex:346	defined
