Record Type	Original Reference	Target Object	LaTeX Label	Command	Translation Location	Target Location	Status
target		section	sec:navier-nonsingular-branches	label	tex/chapters/chapter-04-section-03-part-01.tex:5	tex/chapters/chapter-04-section-03-part-01.tex:5	defined
target		subsection	subsec:navier-nonsingular-abstract	label	tex/chapters/chapter-04-section-03-part-01.tex:20	tex/chapters/chapter-04-section-03-part-01.tex:20	defined
target		equation	eq:navier-branch-abstract-problem	label	tex/chapters/chapter-04-section-03-part-01.tex:29	tex/chapters/chapter-04-section-03-part-01.tex:29	defined
target		equation	eq:navier-branch-continuity	label	tex/chapters/chapter-04-section-03-part-01.tex:37	tex/chapters/chapter-04-section-03-part-01.tex:37	defined
target		equation	eq:navier-branch-solution-identity	label	tex/chapters/chapter-04-section-03-part-01.tex:42	tex/chapters/chapter-04-section-03-part-01.tex:42	defined
target		equation	eq:navier-branch-nonsingularity	label	tex/chapters/chapter-04-section-03-part-01.tex:46	tex/chapters/chapter-04-section-03-part-01.tex:46	defined
target		equation	eq:navier-branch-ns-spaces	label	tex/chapters/chapter-04-section-03-part-01.tex:57	tex/chapters/chapter-04-section-03-part-01.tex:57	defined
target		equation	eq:navier-branch-ns-data-space	label	tex/chapters/chapter-04-section-03-part-01.tex:61	tex/chapters/chapter-04-section-03-part-01.tex:61	defined
target		equation	eq:navier-branch-stokes-solution-operator	label	tex/chapters/chapter-04-section-03-part-01.tex:72	tex/chapters/chapter-04-section-03-part-01.tex:72	defined
target		equation	eq:navier-branch-ns-nonlinear-map	label	tex/chapters/chapter-04-section-03-part-01.tex:83	tex/chapters/chapter-04-section-03-part-01.tex:83	defined
target		equation	eq:navier-branch-ns-compound-map	label	tex/chapters/chapter-04-section-03-part-01.tex:94	tex/chapters/chapter-04-section-03-part-01.tex:94	defined
target		lemma	lem:navier-branch-ns-equivalence	label	tex/chapters/chapter-04-section-03-part-01.tex:99	tex/chapters/chapter-04-section-03-part-01.tex:99	defined
target		equation	eq:navier-branch-linearized-problem	label	tex/chapters/chapter-04-section-03-part-01.tex:184	tex/chapters/chapter-04-section-03-part-01.tex:184	defined
target		lemma	lem:navier-branch-small-data-nonsingular	label	tex/chapters/chapter-04-section-03-part-01.tex:206	tex/chapters/chapter-04-section-03-part-01.tex:206	defined
target		equation	eq:navier-branch-linearized-variational	label	tex/chapters/chapter-04-section-03-part-01.tex:217	tex/chapters/chapter-04-section-03-part-01.tex:217	defined
reference	即寻找满足 \eqref{eq:navier-branch-abstract-problem} 的	equation	eq:navier-branch-abstract-problem	eqref	tex/chapters/chapter-04-section-03-part-01.tex:32	tex/chapters/chapter-04-section-03-part-01.tex:29	resolved
reference	\eqref{eq:navier-branch-abstract-problem} 的一个解分支. 这意味着	equation	eq:navier-branch-abstract-problem	eqref	tex/chapters/chapter-04-section-03-part-01.tex:36	tex/chapters/chapter-04-section-03-part-01.tex:29	resolved
reference	由隐函数 Theorem, \eqref{eq:navier-branch-nonsingularity} 立即蕴含	equation	eq:navier-branch-nonsingularity	eqref	tex/chapters/chapter-04-section-03-part-01.tex:51	tex/chapters/chapter-04-section-03-part-01.tex:46	resolved
reference	\eqref{eq:navier-steady-nonhomogeneous-variational} 如何纳入上述框架. 首先置	equation	eq:navier-steady-nonhomogeneous-variational	eqref	tex/chapters/chapter-04-section-03-part-01.tex:56	tex/chapters/chapter-04-section-02.tex:406	resolved
reference	\eqref{eq:navier-steady-system},	equation	eq:navier-steady-system	eqref	tex/chapters/chapter-04-section-03-part-01.tex:101	tex/chapters/chapter-04-section-02.tex:9	resolved
reference	\eqref{eq:navier-steady-nonhomogeneous-dirichlet} 的解, 当且仅当	equation	eq:navier-steady-nonhomogeneous-dirichlet	eqref	tex/chapters/chapter-04-section-03-part-01.tex:102	tex/chapters/chapter-04-section-02.tex:241	resolved
reference	\eqref{eq:navier-branch-abstract-problem} 的一个解, 其中	equation	eq:navier-branch-abstract-problem	eqref	tex/chapters/chapter-04-section-03-part-01.tex:104	tex/chapters/chapter-04-section-03-part-01.tex:29	resolved
reference	\eqref{eq:navier-branch-ns-spaces} 定义, 复合映射 $F$ 由	equation	eq:navier-branch-ns-spaces	eqref	tex/chapters/chapter-04-section-03-part-01.tex:106	tex/chapters/chapter-04-section-03-part-01.tex:57	resolved
reference	\eqref{eq:navier-branch-ns-compound-map} 定义.	equation	eq:navier-branch-ns-compound-map	eqref	tex/chapters/chapter-04-section-03-part-01.tex:107	tex/chapters/chapter-04-section-03-part-01.tex:94	resolved
reference	方程 \eqref{eq:navier-steady-system} 可等价地写成	equation	eq:navier-steady-system	eqref	tex/chapters/chapter-04-section-03-part-01.tex:110	tex/chapters/chapter-04-section-02.tex:9	resolved
reference	或由 \eqref{eq:navier-branch-stokes-solution-operator} 写成	equation	eq:navier-branch-stokes-solution-operator	eqref	tex/chapters/chapter-04-section-03-part-01.tex:121	tex/chapters/chapter-04-section-03-part-01.tex:72	resolved
reference	结论于是由 \eqref{eq:navier-branch-ns-nonlinear-map} 和	equation	eq:navier-branch-ns-nonlinear-map	eqref	tex/chapters/chapter-04-section-03-part-01.tex:129	tex/chapters/chapter-04-section-03-part-01.tex:83	resolved
reference	\eqref{eq:navier-branch-ns-compound-map} 得到.	equation	eq:navier-branch-ns-compound-map	eqref	tex/chapters/chapter-04-section-03-part-01.tex:130	tex/chapters/chapter-04-section-03-part-01.tex:94	resolved
reference	\eqref{eq:navier-branch-abstract-problem} 的一个非奇异解, 或等价地	equation	eq:navier-branch-abstract-problem	eqref	tex/chapters/chapter-04-section-03-part-01.tex:144	tex/chapters/chapter-04-section-03-part-01.tex:29	resolved
reference	Lemma~\ref{lem:sec2-div-free-lifting} 的一个推广表明存在	lemma	lem:sec2-div-free-lifting	ref	tex/chapters/chapter-04-section-03-part-01.tex:175	tex/chapters/chapter-01-section-02-approved-sample.tex:110	resolved
reference	\eqref{eq:navier-branch-abstract-problem} 的一个非奇异解, 当且仅当齐次线性化问题	equation	eq:navier-branch-abstract-problem	eqref	tex/chapters/chapter-04-section-03-part-01.tex:183	tex/chapters/chapter-04-section-03-part-01.tex:29	resolved
reference	假设 Theorem~\ref{thm:navier-steady-nonhomogeneous-uniqueness} 的条件成立.	theorem	thm:navier-steady-nonhomogeneous-uniqueness	ref	tex/chapters/chapter-04-section-03-part-01.tex:207	tex/chapters/chapter-04-section-02.tex:501	resolved
reference	\eqref{eq:navier-steady-nonhomogeneous-variational} 的唯一解, 则	equation	eq:navier-steady-nonhomogeneous-variational	eqref	tex/chapters/chapter-04-section-03-part-01.tex:209	tex/chapters/chapter-04-section-02.tex:406	resolved
reference	\eqref{eq:navier-branch-abstract-problem} 的一个非奇异解.	equation	eq:navier-branch-abstract-problem	eqref	tex/chapters/chapter-04-section-03-part-01.tex:211	tex/chapters/chapter-04-section-03-part-01.tex:29	resolved
reference	先利用 Subsection~\ref{subsec:navier-steady-velocity-pressure} 的记号.	subsection	subsec:navier-steady-velocity-pressure	ref	tex/chapters/chapter-04-section-03-part-01.tex:214	tex/chapters/chapter-04-section-02.tex:26	resolved
reference	问题 \eqref{eq:navier-branch-linearized-problem} 的一个变分形式是求	equation	eq:navier-branch-linearized-problem	eqref	tex/chapters/chapter-04-section-03-part-01.tex:215	tex/chapters/chapter-04-section-03-part-01.tex:184	resolved
reference	要验证 \eqref{eq:navier-branch-linearized-variational} 有唯一解, 只需证明双线性形式	equation	eq:navier-branch-linearized-variational	eqref	tex/chapters/chapter-04-section-03-part-01.tex:230	tex/chapters/chapter-04-section-03-part-01.tex:217	resolved
reference	是 $V$-椭圆的. 由 \eqref{eq:navier-steady-convection-cancellation},	equation	eq:navier-steady-convection-cancellation	eqref	tex/chapters/chapter-04-section-03-part-01.tex:237	tex/chapters/chapter-04-section-02.tex:86	resolved
reference	\eqref{eq:navier-steady-critical-viscosity} 定义. 则存在	equation	eq:navier-steady-critical-viscosity	eqref	tex/chapters/chapter-04-section-03-part-01.tex:245	tex/chapters/chapter-04-section-02.tex:490	resolved
reference	\eqref{eq:navier-steady-convection-constant} 和	equation	eq:navier-steady-convection-constant	eqref	tex/chapters/chapter-04-section-03-part-01.tex:255	tex/chapters/chapter-04-section-02.tex:205	resolved
