Record Type	Original Reference	Target Object	LaTeX Label	Command	Translation Location	Target Location	Status
target		section	sec:navier-numerical-algorithms	label	tex/chapters/chapter-04-section-06-part-01.tex:4	tex/chapters/chapter-04-section-06-part-01.tex:4	defined
target		subsection	subsec:navier-general-descent	label	tex/chapters/chapter-04-section-06-part-01.tex:11	tex/chapters/chapter-04-section-06-part-01.tex:11	defined
target		equation	eq:navier-descent-sublevel	label	tex/chapters/chapter-04-section-06-part-01.tex:25	tex/chapters/chapter-04-section-06-part-01.tex:25	defined
target		equation	eq:navier-descent-strong-convexity	label	tex/chapters/chapter-04-section-06-part-01.tex:33	tex/chapters/chapter-04-section-06-part-01.tex:33	defined
target		equation	eq:navier-descent-minimization	label	tex/chapters/chapter-04-section-06-part-01.tex:40	tex/chapters/chapter-04-section-06-part-01.tex:40	defined
target		equation	eq:navier-descent-stationarity	label	tex/chapters/chapter-04-section-06-part-01.tex:45	tex/chapters/chapter-04-section-06-part-01.tex:45	defined
target		equation	eq:navier-descent-line-search	label	tex/chapters/chapter-04-section-06-part-01.tex:60	tex/chapters/chapter-04-section-06-part-01.tex:60	defined
target		equation	eq:navier-descent-update	label	tex/chapters/chapter-04-section-06-part-01.tex:67	tex/chapters/chapter-04-section-06-part-01.tex:67	defined
target		theorem	thm:navier-general-descent-convergence	label	tex/chapters/chapter-04-section-06-part-01.tex:75	tex/chapters/chapter-04-section-06-part-01.tex:75	defined
target		equation	eq:navier-descent-angle-condition	label	tex/chapters/chapter-04-section-06-part-01.tex:80	tex/chapters/chapter-04-section-06-part-01.tex:80	defined
target		equation	eq:navier-descent-coercive-lower	label	tex/chapters/chapter-04-section-06-part-01.tex:120	tex/chapters/chapter-04-section-06-part-01.tex:120	defined
target		equation	eq:navier-descent-bounded-sublevel	label	tex/chapters/chapter-04-section-06-part-01.tex:131	tex/chapters/chapter-04-section-06-part-01.tex:131	defined
target		equation	eq:navier-descent-functional-lower	label	tex/chapters/chapter-04-section-06-part-01.tex:138	tex/chapters/chapter-04-section-06-part-01.tex:138	defined
target		equation	eq:navier-descent-line-orthogonality	label	tex/chapters/chapter-04-section-06-part-01.tex:154	tex/chapters/chapter-04-section-06-part-01.tex:154	defined
target		equation	eq:navier-descent-line-second-derivative	label	tex/chapters/chapter-04-section-06-part-01.tex:166	tex/chapters/chapter-04-section-06-part-01.tex:166	defined
target		equation	eq:navier-descent-step-lower	label	tex/chapters/chapter-04-section-06-part-01.tex:177	tex/chapters/chapter-04-section-06-part-01.tex:177	defined
target		equation	eq:navier-descent-energy-decrease	label	tex/chapters/chapter-04-section-06-part-01.tex:200	tex/chapters/chapter-04-section-06-part-01.tex:200	defined
target		equation	eq:navier-descent-gradient-vanishes	label	tex/chapters/chapter-04-section-06-part-01.tex:207	tex/chapters/chapter-04-section-06-part-01.tex:207	defined
target		equation	eq:navier-conjugate-gradient-direction	label	tex/chapters/chapter-04-section-06-part-01.tex:253	tex/chapters/chapter-04-section-06-part-01.tex:253	defined
target		equation	eq:navier-conjugate-gradient-coefficient	label	tex/chapters/chapter-04-section-06-part-01.tex:263	tex/chapters/chapter-04-section-06-part-01.tex:263	defined
target		theorem	thm:navier-conjugate-gradient-convergence	label	tex/chapters/chapter-04-section-06-part-01.tex:273	tex/chapters/chapter-04-section-06-part-01.tex:273	defined
target		equation	eq:navier-conjugate-gradient-optimal-step	label	tex/chapters/chapter-04-section-06-part-01.tex:303	tex/chapters/chapter-04-section-06-part-01.tex:303	defined
target		subsection	subsec:navier-least-squares-gradient	label	tex/chapters/chapter-04-section-06-part-01.tex:343	tex/chapters/chapter-04-section-06-part-01.tex:343	defined
target		equation	eq:navier-alternating-stokes-step	label	tex/chapters/chapter-04-section-06-part-01.tex:352	tex/chapters/chapter-04-section-06-part-01.tex:352	defined
target		equation	eq:navier-alternating-nonlinear-step	label	tex/chapters/chapter-04-section-06-part-01.tex:365	tex/chapters/chapter-04-section-06-part-01.tex:365	defined
target		equation	eq:navier-least-squares-model	label	tex/chapters/chapter-04-section-06-part-02.tex:8	tex/chapters/chapter-04-section-06-part-02.tex:8	defined
target		equation	eq:navier-least-squares-ellipticity	label	tex/chapters/chapter-04-section-06-part-02.tex:24	tex/chapters/chapter-04-section-06-part-02.tex:24	defined
target		equation	eq:navier-least-squares-operator	label	tex/chapters/chapter-04-section-06-part-02.tex:30	tex/chapters/chapter-04-section-06-part-02.tex:30	defined
target		equation	eq:navier-least-squares-abstract-problem	label	tex/chapters/chapter-04-section-06-part-02.tex:35	tex/chapters/chapter-04-section-06-part-02.tex:35	defined
target		equation	eq:navier-least-squares-dual-norm	label	tex/chapters/chapter-04-section-06-part-02.tex:54	tex/chapters/chapter-04-section-06-part-02.tex:54	defined
target		lemma	lem:navier-least-squares-equivalent-dual-norm	label	tex/chapters/chapter-04-section-06-part-02.tex:62	tex/chapters/chapter-04-section-06-part-02.tex:62	defined
target		equation	eq:navier-least-squares-norm-equivalence	label	tex/chapters/chapter-04-section-06-part-02.tex:94	tex/chapters/chapter-04-section-06-part-02.tex:94	defined
target		theorem	thm:navier-least-squares-local-convexity	label	tex/chapters/chapter-04-section-06-part-02.tex:103	tex/chapters/chapter-04-section-06-part-02.tex:103	defined
target		equation	eq:navier-least-squares-functional	label	tex/chapters/chapter-04-section-06-part-02.tex:107	tex/chapters/chapter-04-section-06-part-02.tex:107	defined
target		equation	eq:navier-least-squares-first-derivative	label	tex/chapters/chapter-04-section-06-part-02.tex:116	tex/chapters/chapter-04-section-06-part-02.tex:116	defined
target		equation	eq:navier-least-squares-second-derivative	label	tex/chapters/chapter-04-section-06-part-02.tex:124	tex/chapters/chapter-04-section-06-part-02.tex:124	defined
target		equation	eq:navier-least-squares-hessian-at-solution	label	tex/chapters/chapter-04-section-06-part-02.tex:137	tex/chapters/chapter-04-section-06-part-02.tex:137	defined
target		equation	eq:navier-least-squares-local-strong-convexity	label	tex/chapters/chapter-04-section-06-part-02.tex:159	tex/chapters/chapter-04-section-06-part-02.tex:159	defined
target		equation	eq:navier-least-squares-minimization	label	tex/chapters/chapter-04-section-06-part-02.tex:168	tex/chapters/chapter-04-section-06-part-02.tex:168	defined
target		equation	eq:navier-least-squares-gradient	label	tex/chapters/chapter-04-section-06-part-02.tex:202	tex/chapters/chapter-04-section-06-part-02.tex:202	defined
target		equation	eq:navier-least-squares-quartic-expansion	label	tex/chapters/chapter-04-section-06-part-02.tex:226	tex/chapters/chapter-04-section-06-part-02.tex:226	defined
target		equation	eq:navier-least-squares-functional-value	label	tex/chapters/chapter-04-section-06-part-02.tex:279	tex/chapters/chapter-04-section-06-part-02.tex:279	defined
target		equation	eq:navier-least-squares-gradient-value	label	tex/chapters/chapter-04-section-06-part-02.tex:284	tex/chapters/chapter-04-section-06-part-02.tex:284	defined
target		equation	eq:navier-least-squares-second-derivative-value	label	tex/chapters/chapter-04-section-06-part-02.tex:310	tex/chapters/chapter-04-section-06-part-02.tex:310	defined
target		equation	eq:navier-least-squares-third-derivative-value	label	tex/chapters/chapter-04-section-06-part-02.tex:316	tex/chapters/chapter-04-section-06-part-02.tex:316	defined
target		equation	eq:navier-least-squares-fourth-derivative-value	label	tex/chapters/chapter-04-section-06-part-02.tex:335	tex/chapters/chapter-04-section-06-part-02.tex:335	defined
target		subsection	subsec:navier-newton-continuation	label	tex/chapters/chapter-04-section-06-part-02.tex:355	tex/chapters/chapter-04-section-06-part-02.tex:355	defined
